Date,VisTeam,VisRushingYards,VisRushingAttempts,VisPassingYards,VisPassingAttempts,VisPassingCompletions,VisPenalties,VisPenaltyYards,VisFumblesLost,VisInterceptionsThrown,Vis1stDowns,Vis3rdDownAttempts,Vis3rdDownConversions,Vis4thDownAttempts,Vis4thDownConversions,VisTimeofPossession,VisScore,HomeTeam,HomeRushingYards,HomeRushingAttempts,HomePassingYards,HomePassingAttempts,HomePassingCompletions,HomePenalties,HomePenaltyYards,HomeFumblesLost,HomeInterceptionsThrown,Home1stDowns,Home3rdDownAttempts,Home3rdDownConversions,Home4thDownAttempts,Home4thDownConversions,HomeTimeofPossession,HomeScore,Winner,WinnerTag
9/9/2017,Indiana State,122,38,93,19,9,5,45,0,0,13,11,0,2,1,1853,7,Tennessee,160,37,235,30,17,6,53,1,1,24,13,7,0,0,1747,42,Tennessee,UT42987
9/9/2017,Alabama A&M,59,32,44,21,8,5,21,0,2,7,14,2,0,0,1759,0,Vanderbilt,174,35,227,26,19,4,40,0,0,18,13,6,1,0,1841,42,Vanderbilt,VAND42987
9/9/2017,Delaware,107,46,116,17,8,11,84,1,1,12,18,5,0,0,2207,0,VT,81,28,222,29,16,2,10,1,0,15,11,3,0,0,1393,27,VT,VT42987
9/9/2017,Wake Forest,158,52,151,19,13,5,40,0,0,15,18,7,0,0,1993,34,Boston College,142,41,163,41,18,0,0,1,3,19,17,6,2,0,1607,10,Wake Forest,WAKE42987
9/9/2017,FAU,106,35,142,19,9,8,73,0,0,9,14,2,1,0,1286,14,Wisconsin,357,54,207,30,17,1,10,1,1,29,14,6,1,0,2314,31,Wisconsin,WIS42987
9/9/2017,ECU,142,32,328,47,23,8,103,0,2,21,18,7,2,1,1902,20,West Virginia,211,47,403,34,24,4,55,0,0,30,13,6,1,1,1698,56,West Virginia,WVU42987
9/9/2017,Gardner-Webb,173,52,22,7,2,2,18,0,1,12,17,9,1,0,1838,0,Wyoming,65,28,328,32,22,4,45,0,0,19,13,5,1,1,1762,27,Wyoming,WY42987
9/9/2017,Miss St,327,40,132,20,13,5,39,0,1,21,10,5,1,0,1432,57,LA Tech,152,50,163,30,13,3,28,2,1,20,15,4,2,1,2168,21,Miss St,#N/A
9/9/2017,Mid Tennessee,94,33,269,36,22,9,113,2,1,20,12,3,1,0,1596,30,Syracuse,126,49,182,44,27,4,40,1,1,25,22,8,6,3,2004,23,Mid Tennessee,#N/A
9/9/2017,UNH,145,32,129,22,13,6,41,0,0,14,10,4,1,0,1535,22,Ga Southern,233,57,93,22,11,5,50,1,1,21,18,9,3,2,2065,12,UNH,#N/A
9/9/2017,South Dakota,214,52,306,34,19,11,86,0,0,28,16,6,2,0,1983,35,Bowling Green,161,35,315,50,21,14,155,2,1,23,19,6,2,1,1617,27,South Dakota,#N/A
9/9/2017,Savannah State,77,33,37,18,5,9,104,0,0,6,13,1,1,0,1747,7,Appalachian St,279,47,345,22,16,8,106,2,0,27,12,7,0,0,1853,54,Appalachian St,#N/A
9/9/2017,Marshall,101,25,350,43,26,9,86,1,1,18,15,6,2,1,1743,20,North Carolina St,144,33,341,36,29,3,33,0,0,23,10,3,2,1,1857,37,North Carolina St,#N/A
9/9/2017,E Illinois,60,45,127,32,14,8,75,1,2,16,17,5,1,0,1824,10,N Illinois,230,47,269,35,24,15,194,2,1,26,17,10,0,0,1776,38,N Illinois,#N/A
9/10/2017,Houston,158,37,225,32,25,10,110,0,2,18,15,6,1,0,1763,19,Arizona,152,39,219,37,22,4,35,1,1,21,17,8,2,1,1837,16,Houston,HOU42988
9/10/2017,W Kentucky,6,16,238,43,28,11,100,1,1,14,12,2,2,0,1326,7,Illinois,193,50,107,25,14,9,95,0,1,19,18,9,0,0,2274,20,Illinois,ILL42988
9/10/2017,Minnesota,253,58,158,8,7,6,70,1,0,21,13,9,0,0,2296,48,Oregon State,80,26,145,29,17,7,91,3,0,14,11,3,1,1,1304,14,Minnesota,MINN42988
9/10/2017,New Mexico St,99,26,401,57,34,10,82,1,1,23,18,6,1,1,1822,30,New Mexico,176,37,254,38,20,13,104,2,2,21,13,2,1,1,1778,28,New Mexico St,NMST42988
9/10/2017,Rice,306,49,131,18,10,4,31,1,0,22,10,4,1,0,2062,31,UTEP,26,24,203,33,18,2,15,1,0,12,14,4,3,3,1538,14,Rice,RICE42988
9/10/2017,San Diego State,279,43,73,18,9,12,95,0,0,14,15,7,1,0,1903,30,Arizona State,44,31,298,33,20,5,50,1,0,15,15,7,2,0,1697,20,San Diego State,SDSU42988
9/10/2017,Stanford,170,26,172,28,15,7,35,0,0,16,12,6,1,0,1525,24,USC,307,48,316,26,21,8,90,0,2,28,12,10,0,0,2075,42,USC,USC42988
9/10/2017,Utah,116,36,314,37,28,11,97,2,0,18,14,3,2,1,1947,19,BYU,63,24,170,39,21,4,35,0,3,13,15,6,1,0,1653,13,Utah,UTAH42988
9/10/2017,UTSA,220,45,155,20,15,10,75,1,0,20,16,7,1,0,2332,17,Baylor,137,31,137,27,11,10,98,0,1,14,12,2,3,1,1268,10,UTSA,UTSA42988
9/10/2017,Montana,31,33,132,31,19,4,35,2,2,10,17,2,5,3,1777,7,Washington,213,37,293,28,24,6,50,0,1,25,8,4,1,1,1823,63,Washington,WSH42988
9/10/2017,Boise State,164,44,237,28,19,5,34,3,1,19,14,5,0,0,1732,44,Washington St,22,27,433,67,49,5,55,1,2,25,20,9,0,0,1868,47,Washington St,#N/A
9/15/2017,New Mexico,198,51,79,16,8,0,0,1,1,18,13,3,4,2,1984,14,Boise State,127,32,137,19,15,8,73,0,0,12,11,4,1,0,1616,28,Boise State,BSU42993
9/15/2017,UMass,81,33,377,39,23,6,48,1,0,25,12,4,2,1,1702,21,Temple,119,34,268,39,24,7,74,0,0,20,19,9,1,1,1898,29,Temple,TEM42993
9/15/2017,Illinois,67,15,287,40,20,15,138,0,3,15,15,6,0,0,1303,23,USF,376,66,304,32,17,16,155,0,1,38,18,12,0,0,2297,47,USF,USF42993
9/16/2017,Arizona,326,65,175,23,20,3,20,1,0,29,15,8,4,4,2162,63,UTEP,17,14,201,39,18,4,35,1,1,12,12,2,2,0,1438,16,Arizona,AU42994
9/16/2017,Mercer,100,35,146,32,20,2,30,0,0,12,18,6,3,1,1928,10,Auburn,146,43,364,37,32,6,65,4,1,26,17,12,0,0,1672,24,Auburn,AUB42994
9/16/2017,Tennessee Tech,116,33,239,35,19,3,30,0,2,20,14,4,3,1,1855,13,Ball State,228,33,238,31,23,4,45,1,2,20,13,7,1,1,1745,28,Ball State,BALL42994
9/16/2017,Colorado State,144,40,247,38,21,3,14,0,2,22,18,10,2,1,2033,23,Alabama,239,39,248,21,13,4,45,0,0,23,12,7,0,0,1567,41,Alabama,BAMA42994
9/16/2017,Colgate,167,38,56,23,6,3,25,0,0,18,15,5,2,2,1601,10,Buffalo,302,58,184,16,9,7,70,0,0,26,14,9,2,2,1999,33,Buffalo,BUFF42994
9/16/2017,N Colorado,71,31,202,37,20,7,60,1,1,18,14,1,0,0,1714,21,Colorado,212,39,357,41,29,14,114,2,1,30,14,7,0,0,1886,41,Colorado,COL42994
9/16/2017,Central Michigan,105,34,277,46,23,5,38,1,2,22,16,3,2,1,1814,17,Syracuse,300,44,279,35,19,9,104,2,1,18,19,7,1,1,1786,41,Syracuse,CUSE42994
9/16/2017,Baylor,57,27,263,34,12,11,100,1,3,9,12,1,3,0,1263,20,Duke,246,51,184,35,20,5,54,1,1,24,18,4,2,2,2337,34,Duke,DUKE42994
9/16/2017,Bethune-Cookman,61,33,56,22,9,10,83,1,1,7,15,3,0,0,1616,0,FAU,439,58,180,32,19,8,83,1,1,32,13,4,4,2,1984,45,FAU,FAU42994
9/16/2017,North Texas,112,17,193,29,18,13,119,1,1,17,6,0,0,0,1155,14,Iowa,238,59,197,27,16,6,63,2,0,28,18,11,5,4,2445,31,Iowa,IOWA42994
9/16/2017,Iowa State,191,37,317,33,24,7,72,0,0,23,13,6,1,0,1912,41,Akron,38,24,293,44,27,7,79,1,2,19,18,11,0,0,1688,14,Iowa State,ISU42994
9/16/2017,Kent State,142,44,117,17,7,8,80,0,1,14,15,4,3,1,1814,0,Marshall,158,33,223,43,23,8,75,0,1,23,17,9,2,1,1786,21,Marshall,MAR42994
9/16/2017,UCLA,170,35,463,56,34,10,99,1,2,32,17,8,1,0,1913,45,Memphis,162,37,398,39,23,11,109,1,2,26,12,3,3,2,1687,48,Memphis,MEM42994
9/16/2017,Air Force,168,49,64,9,1,3,29,0,1,15,13,3,1,1,1825,13,Michigan,190,42,169,23,14,7,72,1,0,17,14,5,1,1,1775,29,Michigan,MICH42994
9/16/2017,Mid Tennessee,46,15,184,42,25,6,45,0,2,11,14,3,1,0,1503,3,Minnesota,221,47,122,18,11,3,22,0,0,18,12,3,2,2,2097,34,Minnesota,MINN42994
9/16/2017,Notre Dame,515,51,96,27,11,5,45,1,1,19,18,9,1,0,1775,49,Boston College,185,44,215,41,24,6,35,1,2,22,17,4,2,1,1825,20,Notre Dame,ND42994
9/16/2017,Bowling Green,96,30,256,44,27,3,15,1,0,21,17,5,1,0,1795,7,Northwestern,303,43,375,31,24,4,23,2,0,30,11,8,0,0,1805,49,Northwestern,NW42994
9/16/2017,Kansas,108,32,343,47,30,7,50,0,1,23,16,7,4,3,1642,30,Ohio,196,42,254,22,16,7,61,0,1,22,9,5,0,0,1958,42,Ohio,OHIO42994
9/16/2017,Oklahoma State,104,35,572,37,26,4,30,1,1,27,14,10,1,0,1708,59,Pitt,103,34,288,35,20,6,50,0,2,17,15,5,2,1,1892,21,Oklahoma State,OKST42994
9/16/2017,Oregon,307,65,251,30,18,4,40,2,1,32,17,9,2,1,1976,49,Wyoming,117,32,66,25,10,6,62,1,1,10,15,4,0,0,1624,13,Oregon,ORG42994
9/16/2017,Army,259,58,19,8,2,2,22,1,0,16,15,4,4,3,2217,7,OSU,270,32,316,37,29,5,55,0,0,30,8,4,0,0,1383,38,OSU,OSU42994
9/16/2017,Tulane,237,62,54,12,6,2,20,1,1,20,14,4,2,2,2227,14,Oklahoma,197,32,434,30,20,4,37,2,0,24,7,4,1,0,1373,56,Oklahoma,OU42994
9/16/2017,Georgia State,150,49,170,32,18,3,25,2,3,21,20,11,0,0,2327,0,Penn State,166,24,360,29,21,5,45,0,0,19,9,4,0,0,1273,56,Penn State,PSU42994
9/16/2017,Purdue,205,50,272,34,26,3,25,0,1,26,17,8,3,2,2623,35,Missouri,70,24,133,28,12,6,46,1,2,10,11,2,0,0,977,3,Purdue,PUR42994
9/16/2017,Morgan State,80,37,65,23,8,7,53,1,3,6,18,4,0,0,1589,0,Rutgers,326,54,152,19,13,7,45,1,0,25,13,7,2,1,2011,65,Rutgers,RUT42994
9/16/2017,Alabama A&M,72,26,100,28,18,4,43,1,1,11,13,3,1,1,1852,0,South Alabama,158,39,255,13,9,9,83,0,0,18,8,3,1,0,1748,45,South Alabama,SAL42994
9/16/2017,LA-Lafayette,93,29,216,44,28,4,25,2,3,17,15,4,1,1,1750,21,Texas A&M,179,40,301,34,21,3,17,1,1,27,13,5,1,0,1850,45,Texas A&M,TAMU42994
9/16/2017,SMU,124,30,339,38,18,5,53,0,2,19,14,6,2,1,1508,36,TCU,254,49,365,30,24,11,94,3,0,30,13,8,3,1,2092,56,TCU,TCU42994
9/16/2017,Tulsa,423,68,125,20,12,9,97,0,0,29,16,8,4,3,2062,51,Toledo,221,33,458,33,22,15,155,0,1,29,7,3,1,0,1538,54,Toledo,TOL42994
9/16/2017,Coastal Carolina,227,49,100,23,9,9,75,0,3,22,15,6,2,0,2013,23,UAB,169,47,105,15,8,5,70,2,0,18,13,5,1,1,1587,30,UAB,UAB42994
9/16/2017,Tennessee,183,33,259,39,21,7,54,0,3,23,16,6,0,0,1965,20,Florida,168,29,212,28,18,8,38,2,1,14,14,7,0,0,1635,26,Florida,UF42994
9/16/2017,Samford,22,23,227,35,26,3,17,1,0,16,11,4,1,0,1489,14,Georgia,284,54,175,15,9,3,25,1,0,22,15,9,3,1,2111,42,Georgia,UGA42994
9/16/2017,Kentucky,184,47,169,26,16,4,10,1,1,20,16,9,0,0,2209,23,South Carolina,54,20,304,37,24,7,45,0,2,14,12,3,3,1,1391,13,Kentucky,UK42994
9/16/2017,UNC,254,49,257,26,16,9,110,1,0,24,11,3,0,0,1840,53,Old Dominion,102,33,214,32,14,2,23,1,1,14,16,3,2,1,1760,23,UNC,UNC42994
9/16/2017,Southern Miss,284,48,250,32,17,12,125,0,1,23,17,5,1,1,2017,28,UL Monroe,218,37,112,27,11,5,54,1,0,15,16,3,2,1,1583,17,Southern Miss,USM42994
9/16/2017,Southern,84,33,65,26,9,4,25,0,3,10,13,1,0,0,1695,17,UTSA,167,39,335,30,24,9,78,2,2,25,12,7,0,0,1905,51,UTSA,UTSA42994
9/16/2017,UConn,205,41,227,26,18,1,5,1,1,23,11,5,4,1,1614,18,UVA,171,31,455,40,30,9,109,0,1,27,12,7,3,2,1986,38,UVA,UVA42994
9/16/2017,Kansas State,201,35,76,28,10,7,68,0,2,13,16,4,2,1,1827,7,Vanderbilt,65,32,205,23,14,5,50,1,0,11,13,4,1,1,1773,14,Vanderbilt,VAND42994
9/16/2017,VT,287,62,388,33,25,7,69,0,0,34,15,9,1,1,2353,64,ECU,40,31,241,30,11,6,40,2,1,12,15,4,1,1,1247,17,VT,VT42994
9/16/2017,Utah State,42,31,225,37,15,4,39,0,1,11,18,5,2,1,1440,10,Wake Forest,291,59,297,27,16,8,62,0,0,26,19,9,1,0,2160,46,Wake Forest,WAKE42994
9/16/2017,Wisconsin,235,49,256,19,18,6,56,0,0,28,12,8,1,1,2409,40,BYU,68,26,111,20,11,5,33,0,2,11,12,5,0,0,1191,6,Wisconsin,WIS42994
9/16/2017,Delaware State,161,44,140,16,10,11,85,2,1,12,13,2,1,0,2268,16,West Virginia,204,35,334,34,24,6,60,2,1,23,13,6,1,1,1332,59,West Virginia,WVU42994
9/16/2017,N Illinois,85,31,128,23,15,3,25,1,0,13,13,3,0,0,1406,21,Nebraska,85,36,299,47,25,5,48,0,3,18,19,6,4,2,2194,17,N Illinois,#N/A
9/16/2017,Appalachian St,116,29,167,28,17,6,57,1,0,19,11,4,0,0,1589,20,Texas State,125,37,260,35,23,7,67,0,1,21,18,10,0,0,2011,13,Appalachian St,#N/A
9/16/2017,LA Tech,122,30,306,39,22,3,25,0,1,20,15,7,0,0,1559,23,W Kentucky,141,41,226,35,25,3,22,0,0,23,14,6,1,0,2041,22,LA Tech,#N/A
9/16/2017,Idaho State,114,35,269,38,19,9,80,0,0,18,18,7,1,0,1474,30,Nevada,218,56,205,33,19,7,62,2,1,25,17,8,5,2,2126,28,Idaho State,#N/A
9/16/2017,Idaho,170,34,229,26,16,6,44,2,1,15,12,3,0,0,1691,28,W Michigan,135,42,212,31,21,6,70,1,0,20,17,8,0,0,1909,37,W Michigan,#N/A
9/16/2017,North Carolina A&T,161,40,259,26,16,6,75,1,0,19,14,6,1,1,1878,35,Charlotte,266,46,170,29,13,7,60,1,2,27,14,6,2,1,1722,31,North Carolina A&T,#N/A
9/16/2017,Oregon State,155,33,199,37,24,8,80,2,0,21,17,8,3,1,1827,23,Washington St,60,16,431,58,42,7,50,0,0,27,12,6,2,2,1773,52,Washington St,#N/A
9/16/2017,LSU,133,29,137,29,13,9,112,0,0,13,13,3,2,0,1445,7,Miss St,285,48,180,23,15,5,49,0,0,25,13,7,0,0,2155,37,Miss St,#N/A
9/16/2017,Furman,133,47,196,19,11,1,5,2,1,16,16,8,1,0,1844,16,North Carolina St,242,39,248,30,24,5,50,0,0,25,11,7,0,0,1756,49,North Carolina St,#N/A
9/17/2017,Ole Miss,53,29,363,44,26,16,113,0,3,19,17,5,1,0,1627,16,Cal,163,40,236,48,24,7,90,0,2,25,22,8,3,2,1973,27,Cal,CAL42995
9/17/2017,Cincinnati,139,35,222,43,24,6,56,0,2,21,19,8,1,0,1820,21,Miami-OH,70,32,221,31,16,9,77,0,1,14,14,3,1,0,1780,17,Cincinnati,CINN42995
9/17/2017,Clemson,297,48,316,33,23,4,30,0,0,25,17,9,1,1,2132,47,Louisville,116,27,317,42,21,4,35,0,1,21,16,5,3,2,1468,21,Clemson,CU42995
9/17/2017,Rice,129,35,113,25,11,2,15,2,1,14,14,4,0,0,1683,3,Houston,130,37,354,38,34,2,10,0,0,22,15,9,1,0,1917,38,Houston,HOU42995
9/17/2017,Stanford,174,22,80,21,10,4,20,1,2,8,11,3,0,0,1126,17,San Diego State,166,49,187,29,21,6,60,0,0,21,17,7,1,0,2474,20,San Diego State,SDSU42995
9/17/2017,Troy,190,38,286,41,25,9,61,0,0,26,16,8,3,1,2049,27,New Mexico St,51,17,331,45,32,6,66,0,0,18,15,8,0,0,1551,24,Troy,TROY42995
9/17/2017,Arizona State,168,44,326,41,27,4,37,1,0,27,16,7,3,2,1949,45,Texas Tech,72,29,543,50,37,6,67,1,0,33,11,6,1,0,1651,52,Texas Tech,TTU42995
9/17/2017,Texas,68,35,298,40,21,10,73,2,2,17,16,4,3,2,1634,24,USC,71,37,397,51,28,8,49,0,2,24,18,6,3,0,1966,27,USC,USC42995
9/17/2017,San Jose State,30,37,233,35,17,6,58,3,2,16,13,1,0,0,1473,16,Utah,160,40,341,44,30,6,50,2,1,29,14,6,1,1,2127,54,Utah,UTAH42995
9/17/2017,Fresno State,119,31,194,36,21,6,54,0,1,18,13,3,1,0,1975,16,Washington,92,30,328,28,25,4,41,2,0,21,8,3,1,0,1625,48,Washington,WSH42995
9/21/2017,Temple,-4,33,89,26,8,6,51,2,4,7,15,3,1,0,1636,7,USF,312,63,96,20,8,9,70,2,0,22,16,3,2,1,1964,43,USF,USF42999
9/23/2017,Auburn,263,53,219,21,16,5,50,0,0,22,15,7,1,0,2060,51,Missouri,124,30,216,39,23,7,55,3,1,21,12,4,2,0,1540,14,Auburn,AUB43001
9/23/2017,Alabama,496,66,181,27,17,6,40,0,0,38,15,9,2,2,2575,59,Vanderbilt,40,16,38,22,7,5,20,1,1,3,11,1,0,0,1025,0,Alabama,BAMA43001
9/23/2017,FAU,262,37,150,29,17,8,65,0,1,22,10,3,2,1,1172,31,Buffalo,204,57,254,27,18,7,52,0,0,28,16,8,0,0,2428,34,Buffalo,BUFF43001
9/23/2017,Boston College,97,34,141,32,15,2,20,0,2,12,16,4,1,1,1504,7,Clemson,342,58,140,26,17,2,10,0,2,27,16,8,2,1,2096,34,Clemson,CU43001
9/23/2017,Duke,186,45,202,34,18,2,12,0,0,20,18,7,2,2,2016,27,UNC,118,33,259,32,17,6,65,0,1,15,16,3,3,2,1584,17,Duke,DUKE43001
9/23/2017,FIU,99,33,172,28,17,5,57,0,1,18,13,6,2,0,1563,13,Rice,100,41,148,27,16,4,30,0,1,19,15,5,2,1,2037,7,FIU,FIU43001
9/23/2017,Georgia State,119,40,250,37,26,1,5,0,0,22,17,9,0,0,2441,28,Charlotte,94,34,179,29,16,6,51,0,2,14,15,3,4,2,1159,0,Georgia State,GAST43001
9/23/2017,Pitt,37,20,198,35,22,3,26,1,0,11,13,1,3,2,1498,17,Georgia Tech,436,67,48,7,4,4,18,4,0,25,14,6,1,1,2102,35,Georgia Tech,GT43001
9/23/2017,Ga Southern,242,54,133,16,7,13,108,3,0,15,15,3,3,2,2051,17,Indiana,282,47,185,22,11,5,30,0,0,20,14,5,1,0,1549,52,Indiana,IU43001
9/23/2017,Kent State,139,54,11,5,2,5,45,2,1,11,15,5,0,0,2202,3,Louisville,165,27,374,30,23,4,30,2,2,23,10,4,2,1,1398,42,Louisville,LOU43001
9/23/2017,Syracuse,76,27,308,55,34,7,38,0,1,24,19,8,3,2,1792,26,LSU,151,38,263,23,14,3,25,0,1,18,13,7,0,0,1808,35,LSU,LSU43001
9/23/2017,Michigan,139,44,284,31,21,7,57,1,1,24,15,6,1,1,2339,28,Purdue,30,20,159,30,13,10,82,1,0,8,12,0,0,0,1261,10,Michigan,MICH43001
9/23/2017,Miami-OH,177,40,217,19,11,10,90,0,0,20,13,5,0,0,1799,31,Central Michigan,117,38,228,39,20,6,80,0,2,19,17,6,3,1,1801,14,Miami-OH,MIOH43001
9/23/2017,Cincinnati,58,23,381,46,28,6,60,1,0,22,13,5,3,3,1389,32,Navy,569,72,53,3,2,4,50,1,0,31,8,6,0,0,2211,42,Navy,NAVY43001
9/23/2017,Rutgers,68,24,126,29,15,4,35,0,2,12,12,3,1,0,1479,17,Nebraska,197,47,109,26,13,6,46,0,2,21,17,8,0,0,2121,27,Nebraska,NEB43001
9/23/2017,UAB,74,36,321,36,17,7,49,1,1,16,19,12,0,0,1708,43,North Texas,287,44,261,29,15,4,33,2,0,28,13,6,1,0,1892,46,North Texas,NT43001
9/23/2017,Ohio,176,47,197,32,19,4,36,2,0,19,20,9,0,0,1856,27,Eastern Michican,45,27,305,49,29,8,85,0,1,15,18,5,3,0,1744,20,Ohio,OHIO43001
9/23/2017,UNLV,176,41,88,20,11,4,30,0,2,17,13,3,0,0,1992,21,OSU,190,40,474,44,31,8,85,2,1,34,11,3,4,3,1608,54,OSU,OSU43001
9/23/2017,Oklahoma,342,40,283,19,13,10,105,1,0,20,10,4,0,0,1733,49,Baylor,60,35,463,50,33,6,29,1,0,22,21,9,2,2,1867,41,Oklahoma,OU43001
9/23/2017,Penn State,295,51,284,48,31,8,90,1,1,29,18,6,4,3,2379,21,Iowa,82,23,191,22,13,3,25,1,0,11,11,3,0,0,1221,19,Penn State,PSU43001
9/23/2017,San Diego State,187,41,180,16,10,0,0,1,0,19,11,3,0,0,1681,28,Air Force,220,60,33,6,2,5,52,0,1,14,15,6,2,0,1919,24,San Diego State,SDSU43001
9/23/2017,Arkansas State,143,29,284,43,23,12,90,1,1,20,12,3,2,0,1422,21,SMU,314,54,266,32,16,10,90,0,0,31,16,6,1,1,2178,44,SMU,SMU43001
9/23/2017,LA Tech,80,28,281,33,23,3,18,0,1,17,13,6,0,0,1852,16,South Carolina,143,32,295,35,22,1,15,1,1,23,14,8,1,1,1748,17,South Carolina,SUCK43001
9/23/2017,Texas A&M,285,42,216,27,14,6,36,0,1,20,15,6,2,2,1663,50,Arkansas,226,45,231,27,13,9,69,0,1,21,13,5,0,0,1937,43,Texas A&M,TAMU43001
9/23/2017,TCU,238,52,228,33,22,4,23,0,1,32,19,11,0,0,2344,44,Oklahoma State,101,31,398,42,22,8,77,1,3,26,14,7,2,1,1256,31,TCU,TCU43001
9/23/2017,Akron,99,35,268,40,20,12,100,1,2,23,17,9,1,1,2029,17,Troy,175,28,314,42,28,16,159,1,0,24,14,4,3,2,1571,22,Troy,TROY43001
9/23/2017,Texas Tech,200,33,321,45,29,15,117,0,1,17,17,4,2,1,1850,27,Houston,110,31,317,52,32,6,50,3,2,25,18,6,2,2,1750,24,Texas Tech,TTU43001
9/23/2017,Army,371,69,0,5,0,5,35,1,2,22,17,8,4,2,2358,17,Tulane,253,30,103,22,10,6,59,0,0,15,11,2,3,3,1242,21,Tulane,TULN43001
9/23/2017,UCF,250,39,178,30,18,11,106,0,0,18,14,5,1,1,1843,38,Maryland,42,37,155,28,17,7,53,0,2,18,13,2,2,1,1757,10,UCF,UCF43001
9/23/2017,Florida,186,36,209,27,17,8,72,0,1,20,14,5,4,3,1805,28,Kentucky,120,32,220,27,18,7,55,0,0,21,10,1,1,1,1795,27,Florida,UF43001
9/23/2017,Miss St,177,37,103,33,15,4,35,0,2,15,16,6,2,1,1721,3,Georgia,203,42,201,12,9,4,35,1,0,15,11,5,1,0,1879,31,Georgia,UGA43001
9/23/2017,New Mexico,338,59,108,14,9,6,49,2,1,25,15,6,3,1,2561,16,Tulsa,155,31,131,27,13,6,59,0,1,15,13,5,2,1,1039,13,New Mexico,UNM43001
9/23/2017,USC,133,38,223,38,26,5,53,1,1,22,15,6,2,0,1860,30,Cal,113,33,303,52,22,6,44,2,4,21,19,6,6,4,1740,20,USC,USC43001
9/23/2017,UMass,144,37,137,22,13,7,43,0,0,14,14,3,1,0,1828,13,Tennessee,135,39,184,32,19,5,51,1,0,18,18,7,0,0,1772,17,Tennessee,UT43001
9/23/2017,Utah,112,38,229,28,17,9,83,2,0,21,10,2,1,0,1850,30,Arizona,200,42,248,42,24,4,60,2,3,24,19,8,3,2,1750,24,Utah,UTAH43001
9/23/2017,UTSA,357,45,212,25,17,13,155,1,0,25,12,4,0,0,2121,44,Texas State,37,32,161,27,10,4,51,1,0,17,11,3,1,0,1479,14,UTSA,UTSA43001
9/23/2017,Utah State,318,57,271,41,28,7,60,1,2,29,21,10,3,3,2381,61,San Jose State,117,37,54,22,8,9,52,4,1,10,14,2,0,0,1219,10,Utah State,UTSU43001
9/23/2017,UVA,167,40,273,29,19,3,23,0,0,21,15,9,0,0,2003,42,Boise State,30,24,353,53,28,9,64,0,1,22,16,4,4,1,1597,23,UVA,UVA43001
9/23/2017,Old Dominion,64,24,85,26,8,5,35,0,1,7,14,2,1,0,1305,0,VT,271,57,311,32,21,2,25,0,1,32,18,11,0,0,2295,38,VT,VT43001
9/23/2017,Wake Forest,168,40,176,27,14,8,66,0,0,18,16,4,0,0,1456,20,Appalachian St,122,35,372,52,26,7,65,0,0,27,20,7,2,1,2144,19,Wake Forest,WAKE43001
9/23/2017,West Virginia,288,43,347,39,25,4,42,0,1,31,14,7,1,0,1767,56,Kansas,367,50,197,34,17,8,43,1,2,24,18,8,2,2,1833,34,West Virginia,WVU43001
9/23/2017,Ball State,107,31,267,36,18,4,35,1,2,17,12,3,1,0,1722,21,W Kentucky,52,30,319,44,28,4,35,0,2,22,14,7,0,0,1878,33,W Kentucky,#N/A
9/23/2017,Bowling Green,1,29,283,35,21,6,50,0,0,14,17,7,1,0,1511,13,Mid Tennessee,243,43,290,32,24,3,23,2,1,27,12,8,0,0,2089,24,Mid Tennessee,#N/A
9/23/2017,W Illinois,225,37,285,20,18,3,35,0,0,21,8,4,0,0,1983,52,Coastal Carolina,170,35,137,23,11,7,66,1,3,15,11,3,2,0,1617,10,W Illinois,#N/A
9/23/2017,North Carolina St,110,37,255,33,23,6,41,0,0,21,12,5,1,1,2002,27,FSU,104,26,278,39,22,11,93,1,0,15,14,4,2,1,1598,21,North Carolina St,#N/A
9/23/2017,Idaho,146,37,273,39,23,5,51,2,0,23,13,5,2,0,1799,29,South Alabama,244,48,106,26,11,12,109,0,1,17,17,4,2,2,1801,23,Idaho,#N/A
9/23/2017,Toledo,81,35,344,50,29,10,77,1,0,23,23,13,0,0,2131,30,Miami (FL),254,26,333,36,27,8,75,0,1,27,9,3,0,0,1469,52,Miami (FL),#N/A
9/23/2017,UL Monroe,250,45,343,34,28,9,87,0,0,27,16,10,1,0,1868,56,LA-Lafayette,231,47,295,43,24,5,35,0,0,32,13,4,1,1,1732,50,UL Monroe,#N/A
9/23/2017,Wagner,56,35,57,16,8,6,53,1,0,11,11,2,0,0,1877,14,W Michigan,366,51,165,12,11,10,92,2,0,23,10,8,0,0,1723,49,W Michigan,#N/A
9/23/2017,Nevada,46,24,105,30,14,5,53,0,3,13,11,2,2,1,1274,7,Washington St,55,34,505,50,38,5,55,1,1,31,14,9,3,1,2326,45,Washington St,#N/A
9/24/2017,Oregon,120,30,281,35,19,14,99,1,0,20,11,1,2,0,1314,35,Arizona State,142,53,347,39,24,6,65,1,0,23,21,8,2,1,2286,37,Arizona State,ASU43002
9/24/2017,ECU,170,47,426,39,30,8,78,0,0,30,16,8,1,1,2242,41,UConn,190,38,406,39,24,4,40,0,1,27,13,6,1,1,1358,38,ECU,ECU43002
9/24/2017,S Illinois,103,37,290,49,30,7,56,0,1,23,20,10,4,3,2144,31,Memphis,176,36,288,36,22,8,90,0,0,24,13,5,1,1,1456,44,Memphis,MEM43002
