Date,VisTeam,VisRushingYards,VisRushingAttempts,VisPassingYards,VisPassingAttempts,VisPassingCompletions,VisPenalties,VisPenaltyYards,VisFumblesLost,VisInterceptionsThrown,Vis1stDowns,Vis3rdDownAttempts,Vis3rdDownConversions,Vis4thDownAttempts,Vis4thDownConversions,VisTimeofPossession,VisScore,HomeTeam,HomeRushingYards,HomeRushingAttempts,HomePassingYards,HomePassingAttempts,HomePassingCompletions,HomePenalties,HomePenaltyYards,HomeFumblesLost,HomeInterceptionsThrown,Home1stDowns,Home3rdDownAttempts,Home3rdDownConversions,Home4thDownAttempts,Home4thDownConversions,HomeTimeofPossession,HomeScore,Winner,WinnerTag
10/14/2017,Oklahoma,174,39,344,28,18,8,81,0,1,20,15,5,2,1,1906,29,Texas,139,39,289,43,21,5,33,0,0,23,17,8,4,1,1694,24,Oklahoma,OU43022
10/14/2017,Rutgers,274,47,102,12,6,8,75,3,0,17,10,4,1,0,1695,35,Illinois,86,29,308,38,20,8,68,1,2,18,17,5,2,2,1905,24,Rutgers,RUT43022
10/14/2017,South Carolina,194,40,129,24,15,8,59,0,0,19,13,5,1,0,1962,15,Tennessee,120,39,133,19,11,7,40,0,0,16,13,3,0,0,1638,9,South Carolina,SUCK43022
10/14/2017,Texas A&M,83,38,180,24,8,7,46,0,1,10,16,4,0,0,1602,19,Florida,242,42,129,26,17,6,44,0,2,17,15,4,1,1,1998,17,Texas A&M,TAMU43022
10/14/2017,TCU,98,36,297,37,27,7,51,1,0,17,18,9,0,0,1926,26,Kansas State,70,29,146,30,11,5,38,1,0,10,15,2,2,0,1674,6,TCU,TCU43022
10/14/2017,Toledo,310,56,89,18,10,4,30,0,0,17,16,5,3,2,2267,30,Central Michigan,62,21,182,38,17,2,18,0,2,12,13,3,1,0,1333,10,Toledo,TOL43022
10/14/2017,Houston,146,47,258,41,25,6,36,1,2,25,17,8,3,1,1921,17,Tulsa,288,53,128,18,9,9,70,0,1,21,17,9,1,1,1679,45,Tulsa,TULS43022
10/14/2017,Mid Tennessee,131,32,263,44,24,10,88,0,2,26,13,4,0,0,1798,23,UAB,260,44,174,31,16,8,73,0,1,20,16,5,1,0,1802,25,UAB,UAB43022
10/14/2017,ECU,187,37,160,33,15,10,55,0,1,16,17,7,1,0,1928,21,UCF,238,42,365,31,25,10,77,1,0,33,9,5,1,0,1672,63,UCF,UCF43022
10/14/2017,Missouri,59,24,253,25,15,4,40,0,1,10,14,6,1,0,1224,28,Georgia,370,51,326,26,18,8,42,0,1,24,18,13,0,0,2376,53,Georgia,UGA43022
10/14/2017,Cincinnati,95,33,178,37,21,11,98,1,1,21,16,4,1,0,1771,3,USF,212,53,190,30,17,14,137,0,0,25,20,9,1,1,1829,33,USF,USF43022
10/14/2017,UTEP,17,22,130,28,14,5,45,2,1,6,15,6,2,0,1488,0,Southern Miss,202,45,221,27,16,10,94,1,2,20,16,9,1,0,2112,24,Southern Miss,USM43022
10/14/2017,UVA,156,47,249,31,19,6,54,1,0,23,16,4,3,3,2398,20,UNC,211,35,46,18,7,6,52,0,3,12,11,3,1,0,1202,14,UVA,UVA43022
10/14/2017,Purdue,66,26,155,29,13,7,45,0,1,14,11,3,1,1,1242,9,Wisconsin,295,53,199,18,13,8,65,1,2,24,14,9,0,0,2358,17,Wisconsin,WIS43022
10/14/2017,Texas Tech,190,33,323,39,24,16,159,0,1,27,14,5,2,2,1746,35,West Virginia,44,29,352,41,32,9,93,0,1,28,13,4,1,1,1854,46,West Virginia,WVU43022
10/14/2017,Wyoming,85,36,208,26,18,8,75,0,1,14,15,4,3,3,1907,28,Utah State,131,37,232,39,20,4,50,2,3,23,16,6,1,1,1693,23,Wyoming,WY43022
10/14/2017,BYU,29,17,147,29,17,2,22,1,1,8,13,4,1,0,1392,10,Miss St,306,53,240,31,20,6,60,1,2,35,13,8,1,1,2208,35,Miss St,#N/A
10/14/2017,Appalachian St,121,38,155,26,19,0,0,1,1,14,15,4,3,3,1822,23,Idaho,112,36,200,28,15,7,60,2,0,14,17,6,1,0,1778,20,Appalachian St,#N/A
10/14/2017,N Illinois,217,56,224,31,20,3,35,2,0,28,17,7,1,1,1943,14,Buffalo,39,27,344,34,21,8,77,0,1,16,14,2,0,0,1657,13,N Illinois,#N/A
10/14/2017,Georgia Tech,226,53,55,8,3,1,6,1,0,16,13,4,2,1,1965,24,Miami (FL),184,36,297,38,23,6,45,0,0,24,12,2,1,1,1635,25,Miami (FL),#N/A
10/14/2017,Charlotte,248,34,61,19,9,6,80,0,1,9,13,3,0,0,1637,14,W Kentucky,121,34,506,58,43,7,58,1,0,34,14,6,4,2,1963,45,W Kentucky,#N/A
10/14/2017,UConn,139,38,105,28,18,6,51,1,1,15,15,7,0,0,1801,28,Temple,117,29,356,55,33,12,117,1,1,28,15,5,3,0,1799,24,UConn,#N/A
10/14/2017,North Carolina St,248,38,198,25,14,3,39,0,0,18,13,5,1,0,1502,35,Pitt,95,32,231,45,24,1,10,1,1,20,15,4,1,0,2098,17,North Carolina St,#N/A
10/15/2017,Washington,91,31,139,30,17,3,15,0,0,14,14,3,2,2,1505,7,Arizona State,40,32,245,41,29,1,5,0,0,18,18,5,3,3,2095,13,Arizona State,ASU43023
10/15/2017,UCLA,190,38,219,34,20,7,80,1,3,28,10,5,1,1,1554,30,Arizona,457,61,148,13,9,11,113,0,0,27,10,3,1,0,2046,47,Arizona,AU43023
10/15/2017,Boise State,186,34,125,23,14,3,35,0,0,15,13,6,0,0,1721,31,San Diego State,83,39,240,27,12,3,24,1,0,16,16,5,3,1,1879,14,Boise State,BSU43023
10/15/2017,Nevada,56,31,508,42,25,3,30,0,0,23,16,7,3,2,1850,42,Colorado State,224,34,384,37,26,11,98,1,0,23,12,5,0,0,1750,44,Colorado State,CSU43023
10/15/2017,New Mexico,109,37,213,30,15,3,35,1,1,14,14,2,2,0,2024,0,Fresno State,227,36,299,23,13,2,25,1,0,17,13,4,1,1,1576,38,Fresno State,FRES43023
10/15/2017,San Jose State,123,37,381,33,21,11,104,1,1,23,15,6,3,1,1546,26,Hawaii,274,50,177,24,13,7,41,1,0,23,15,10,1,0,2054,37,Hawaii,HI43023
10/15/2017,Michigan State,245,50,120,18,9,5,40,2,1,19,12,4,2,1,2047,30,Minnesota,74,27,216,32,16,1,15,1,1,14,13,5,1,1,1553,27,Michigan State,MSU43023
10/15/2017,Oregon,276,43,33,13,5,9,101,1,2,12,11,4,1,0,1363,7,Stanford,248,41,256,28,21,2,15,1,1,25,12,7,2,1,2237,49,Stanford,STAN43023
10/15/2017,Utah,169,41,267,28,17,6,40,0,1,20,14,4,2,2,1980,27,USC,174,33,358,50,27,3,35,3,0,30,14,7,2,1,1620,28,USC,USC43023
10/15/2017,Akron,88,31,127,24,13,9,93,0,1,14,12,4,0,0,1611,14,W Michigan,244,53,182,29,17,6,62,0,1,26,17,6,4,3,1989,13,Akron,ZIPS43023
10/19/2017,LA-Lafayette,91,41,179,36,15,6,74,1,1,17,18,4,2,0,2035,3,Arkansas State,262,43,309,40,24,7,60,1,0,29,13,5,1,0,1565,47,Arkansas State,ARST43027
10/20/2017,Marshall,198,45,168,24,16,7,63,0,0,22,13,6,1,0,2030,38,Mid Tennessee,53,31,220,33,14,5,60,1,1,15,15,5,2,0,1570,10,Marshall,MAR43028
10/20/2017,Memphis,30,23,471,53,33,2,10,1,1,28,13,5,0,0,1342,42,Houston,239,54,315,41,29,8,72,2,1,25,21,11,3,2,2258,38,Memphis,MEM43028
10/20/2017,W Kentucky,73,33,343,35,25,5,25,1,1,23,12,7,1,0,1697,35,Old Dominion,268,48,180,25,17,9,84,1,3,20,15,8,2,1,1903,31,W Kentucky,#N/A
10/21/2017,Air Force,550,91,41,7,4,5,58,1,1,36,18,12,2,2,2480,45,Nevada,157,20,267,35,18,3,25,0,0,21,9,3,1,1,1120,42,Air Force,AIR43029
10/21/2017,Temple,217,37,289,31,21,8,45,0,0,24,15,8,0,0,1721,28,Army,248,50,141,18,8,5,46,0,1,19,16,8,0,0,1879,31,Army,ARMY43029
10/21/2017,Arizona State,205,46,140,29,19,2,25,0,1,21,16,8,0,0,2179,30,Utah,110,25,155,35,19,6,50,0,4,18,10,3,0,0,1421,10,Arizona State,ASU43029
10/21/2017,Auburn,345,47,284,30,21,3,25,1,1,26,15,9,1,0,1870,52,Arkansas,171,42,163,26,15,7,50,3,0,19,16,5,2,2,1730,20,Auburn,AUB43029
10/21/2017,Tennessee,64,30,44,16,9,9,81,0,1,7,12,1,1,0,1509,7,Alabama,272,53,332,33,22,7,56,1,1,35,13,7,2,2,2091,45,Alabama,BAMA43029
10/21/2017,Boston College,237,47,275,24,19,5,52,0,0,19,19,10,3,2,2015,41,UVA,95,26,152,42,19,1,15,0,3,19,16,7,0,0,1585,10,Boston College,BC43029
10/21/2017,UAB,162,33,182,29,21,4,30,2,0,18,13,4,0,0,1562,24,Charlotte,222,49,154,28,14,12,135,0,2,15,18,3,4,3,2038,25,Charlotte,CHAR43029
10/21/2017,Central Michigan,256,45,199,23,16,4,50,1,0,22,14,8,2,1,1659,56,Ball State,87,41,127,34,20,5,60,1,0,14,20,5,2,1,1941,9,Central Michigan,CMU43029
10/21/2017,Colorado State,180,35,231,33,17,8,88,0,0,23,15,7,1,0,1752,27,New Mexico,318,48,132,19,7,12,105,1,0,21,12,2,5,2,1848,24,Colorado State,CSU43029
10/21/2017,BYU,102,31,319,41,26,8,69,0,1,22,15,6,2,0,1996,17,ECU,115,35,298,30,20,2,15,1,0,22,12,4,1,1,1604,33,ECU,ECU43029
10/21/2017,North Texas,137,33,283,47,31,6,41,1,2,25,16,7,4,2,1835,31,FAU,447,48,357,35,24,5,39,0,0,37,12,7,4,3,1765,69,FAU,FAU43029
10/21/2017,Wake Forest,110,31,252,30,17,4,40,0,1,20,11,4,3,0,1442,24,Georgia Tech,427,66,68,11,5,5,45,0,0,29,15,9,2,0,2158,38,Georgia Tech,GT43029
10/21/2017,Iowa State,208,36,192,32,22,0,0,0,1,20,16,8,2,2,1823,31,Texas Tech,129,41,207,41,31,3,30,2,1,24,17,9,3,1,1777,13,Iowa State,ISU43029
10/21/2017,Louisville,293,44,156,21,13,2,13,1,0,22,10,5,2,0,1730,31,FSU,155,38,248,28,16,4,40,1,2,23,12,6,1,1,1870,28,Louisville,LOU43029
10/21/2017,LSU,393,55,200,13,9,8,89,0,0,26,11,4,0,0,2260,40,Ole Miss,153,28,194,34,17,5,55,0,3,21,12,3,1,1,1340,24,LSU,LSU43029
10/21/2017,Illinois,121,36,161,27,20,5,45,1,1,15,16,8,1,0,1817,17,Minnesota,292,55,47,15,5,3,12,1,2,22,11,3,0,0,1783,24,Minnesota,MINN43029
10/21/2017,Buffalo,69,25,202,41,17,5,50,1,1,14,17,7,4,2,1599,14,Miami-OH,172,43,177,20,13,9,102,0,0,16,17,7,0,0,2001,24,Miami-OH,MIOH43029
10/21/2017,Idaho,81,38,197,36,22,6,50,1,0,15,17,6,3,1,2135,21,Missouri,183,30,475,34,24,6,45,0,1,28,8,4,0,0,1465,68,Missouri,MIZZ43029
10/21/2017,Indiana,95,35,158,34,22,10,115,0,0,14,17,4,1,0,1539,9,Michigan State,89,44,185,30,16,3,35,1,0,19,18,6,2,1,2061,17,Michigan State,MSU43029
10/21/2017,USC,76,31,260,36,25,7,40,2,1,18,13,4,2,1,1896,14,Notre Dame,377,47,120,22,9,7,51,0,0,23,13,7,0,0,1704,49,Notre Dame,ND43029
10/21/2017,Iowa,89,33,223,33,19,6,50,0,1,14,17,5,3,1,1844,10,Northwestern,147,46,192,36,21,5,40,0,0,21,16,4,6,3,1756,17,Northwestern,NW43029
10/21/2017,Kent State,102,37,64,17,7,9,74,1,1,7,14,2,1,0,1742,3,Ohio,336,43,138,20,9,5,40,1,0,23,9,1,1,1,1858,48,Ohio,OHIO43029
10/21/2017,Oklahoma State,146,51,282,38,25,2,20,1,0,26,18,5,0,0,2055,13,Texas,42,33,241,36,22,8,73,0,1,13,17,3,1,1,1545,10,Oklahoma State,OKST43029
10/21/2017,Oklahoma,209,38,410,41,32,5,37,1,1,29,11,5,3,1,1969,42,Kansas State,268,42,144,14,12,2,25,1,1,19,9,5,0,0,1631,35,Oklahoma,OU43029
10/21/2017,Pitt,336,57,149,18,8,9,88,0,0,20,18,8,2,1,2367,24,Duke,76,26,283,34,16,7,32,1,1,22,10,3,0,0,1233,17,Pitt,PITT43029
10/21/2017,Michigan,103,42,166,28,16,6,59,1,0,16,16,6,4,2,1976,13,Penn State,224,35,282,26,17,1,10,0,1,25,7,4,1,0,1624,42,Penn State,PSU43029
10/21/2017,Purdue,279,41,195,44,23,8,50,0,2,25,15,3,4,1,1926,12,Rutgers,130,37,87,18,9,4,35,0,0,8,15,3,0,0,1674,14,Rutgers,RUT43029
10/21/2017,UL Monroe,307,41,179,23,14,4,18,1,1,20,13,7,2,1,1638,23,South Alabama,232,35,317,33,20,7,65,0,1,26,12,7,1,0,1962,33,South Alabama,SAL43029
10/21/2017,SMU,140,44,295,37,26,7,74,0,1,26,17,10,2,2,1805,31,Cincinnati,249,42,189,35,22,6,46,1,1,26,16,8,1,1,1795,28,SMU,SMU43029
10/21/2017,Akron,42,24,291,40,23,0,0,1,1,23,13,6,1,1,1594,21,Toledo,303,43,323,28,18,11,104,0,1,35,9,6,0,0,2006,48,Toledo,TOL43029
10/21/2017,Troy,122,22,335,36,25,1,5,1,1,20,11,4,1,1,1636,34,Georgia State,52,33,255,40,25,2,20,0,1,16,19,7,3,2,1964,10,Troy,TROY43029
10/21/2017,UCF,247,42,236,24,16,7,55,0,1,22,13,8,1,0,1561,31,Navy,248,59,171,14,5,4,40,1,2,19,17,9,3,0,2039,21,UCF,UCF43029
10/21/2017,Oregon,246,62,74,15,8,3,15,1,1,24,14,5,3,2,1821,14,UCLA,142,37,266,36,21,7,67,0,0,22,15,7,3,2,1779,31,UCLA,UCLA43029
10/21/2017,USF,378,52,127,24,10,7,89,0,1,25,15,6,2,2,1598,34,Tulane,194,47,221,19,9,12,91,0,1,21,11,4,1,0,2002,28,USF,USF43029
10/21/2017,Southern Miss,191,45,301,53,32,6,40,1,2,30,23,10,2,2,2452,34,LA Tech,161,34,194,28,11,4,30,1,1,15,12,2,2,0,1148,27,Southern Miss,USM43029
10/21/2017,Rice,155,41,145,14,6,7,70,1,2,13,10,2,4,2,1775,7,UTSA,314,40,134,22,12,9,63,1,0,19,11,4,1,0,1825,20,UTSA,UTSA43029
10/21/2017,Utah State,265,47,323,29,20,6,55,2,0,25,14,8,1,1,1465,52,UNLV,375,53,85,30,13,4,32,1,2,25,17,6,4,3,2135,28,Utah State,UTSU43029
10/21/2017,UNC,54,42,118,22,8,14,100,1,2,11,17,3,2,2,1815,7,VT,181,46,202,27,15,7,60,0,0,21,17,8,1,0,1785,59,VT,VT43029
10/21/2017,Maryland,143,35,125,30,13,4,54,1,1,18,14,5,2,2,1648,13,Wisconsin,215,41,225,24,16,6,49,1,1,23,13,8,1,1,1952,38,Wisconsin,WIS43029
10/21/2017,Tulsa,194,44,259,28,17,5,47,0,1,23,15,6,2,1,1576,14,UConn,69,42,372,29,23,11,105,0,0,19,18,9,0,0,2024,20,UConn,#N/A
10/21/2017,N Illinois,338,55,239,34,21,6,39,1,0,29,21,13,3,1,2088,48,Bowling Green,192,44,175,23,13,6,53,2,3,18,12,5,2,1,1512,17,N Illinois,#N/A
10/21/2017,Kentucky,115,29,145,30,14,4,41,0,2,14,14,6,1,0,1511,7,Miss St,282,48,159,27,19,5,55,0,0,25,18,12,3,2,2089,45,Miss St,#N/A
10/21/2017,Syracuse,264,51,135,42,14,3,22,0,4,23,23,9,2,1,1759,19,Miami (FL),136,32,344,43,26,5,42,1,0,22,13,3,1,0,1841,27,Miami (FL),#N/A
10/21/2017,Ga Southern,136,41,155,18,5,11,114,3,1,12,15,4,2,1,1552,20,UMass,320,44,350,28,21,8,70,2,0,33,13,9,0,0,2048,55,UMass,#N/A
10/21/2017,W Michigan,220,42,202,27,18,6,47,2,0,25,12,5,0,0,1644,20,Eastern Michican,151,37,308,44,28,8,65,2,1,27,15,5,4,3,1956,17,W Michigan,#N/A
10/21/2017,Coastal Carolina,102,30,332,29,17,10,85,2,0,18,12,5,1,0,1696,29,Appalachian St,122,35,427,39,23,8,72,0,0,27,13,7,0,0,1904,37,Appalachian St,#N/A
10/22/2017,Arizona,345,46,166,15,10,8,88,0,1,24,10,4,0,0,1500,45,Cal,172,47,301,49,29,7,58,0,2,31,19,13,1,1,2100,44,Arizona,AU43030
10/22/2017,Wyoming,111,34,131,27,12,1,12,0,2,15,14,6,2,2,1450,14,Boise State,165,44,177,24,18,3,35,0,0,21,15,7,2,1,2150,24,Boise State,BSU43030
10/22/2017,Fresno State,199,38,176,16,10,5,40,0,0,15,9,3,0,0,1716,27,San Diego State,165,39,90,23,11,5,40,1,0,14,16,6,2,1,1884,3,Fresno State,FRES43030
10/22/2017,Kansas,-25,31,46,18,8,4,40,0,0,4,15,2,1,0,1618,0,TCU,191,42,284,28,20,7,55,0,0,22,15,8,1,1,1982,43,TCU,TCU43030
10/22/2017,West Virginia,118,29,375,37,26,11,134,0,0,23,11,4,0,0,1391,38,Baylor,127,42,370,40,24,6,20,0,0,30,16,3,5,3,2209,36,West Virginia,WVU43030
10/22/2017,Colorado,80,40,94,34,13,5,45,1,0,13,17,1,6,2,1618,0,Washington St,194,35,212,43,20,6,70,2,0,21,16,6,2,0,1982,28,Washington St,#N/A
10/26/2017,South Alabama,41,23,297,48,27,3,32,0,2,15,16,5,3,1,1890,13,Georgia State,114,34,195,31,17,7,63,1,0,16,14,7,1,0,1710,21,Georgia State,GAST43034
10/26/2017,Toledo,335,34,267,18,8,8,90,1,0,16,8,1,1,0,1259,58,Ball State,204,46,105,37,18,3,25,0,0,16,19,3,4,1,2341,17,Toledo,TOL43034
10/26/2017,Eastern Michican,96,33,307,45,23,6,69,0,0,15,20,5,0,0,1889,27,N Illinois,114,36,278,40,23,9,72,1,0,18,17,3,1,0,1711,30,N Illinois,#N/A
10/27/2017,Stanford,81,27,141,33,16,8,81,0,1,12,16,5,1,1,1634,15,Oregon State,138,41,126,22,13,6,47,2,1,20,14,6,0,0,1966,14,Stanford,STAN43035
10/28/2017,Air Force,413,74,64,4,2,4,28,0,1,30,13,8,1,1,2498,45,Colorado State,166,23,269,31,17,4,40,0,3,22,10,6,2,2,1102,28,Air Force,AIR43036
10/28/2017,Arkansas,260,53,189,30,19,1,10,1,1,27,19,12,2,0,2427,38,Ole Miss,198,29,368,30,20,3,27,2,1,22,9,4,0,0,1173,37,Arkansas,ARK43036
10/28/2017,FSU,64,29,149,27,12,7,71,2,1,10,14,4,2,1,1485,3,Boston College,241,55,88,21,7,1,10,0,0,19,16,6,4,2,2115,35,Boston College,BC43036
10/28/2017,San Jose State,140,41,198,39,25,2,10,4,1,23,17,6,4,4,1744,20,BYU,266,39,332,38,21,6,65,1,1,22,15,5,3,3,1856,41,BYU,BYU43036
10/28/2017,Cal,61,25,374,53,30,4,35,0,1,26,17,8,2,2,1689,28,Colorado,200,53,353,27,21,7,58,1,0,27,17,11,1,0,1911,44,Colorado,COL43036
10/28/2017,FAU,368,55,93,24,10,9,75,0,1,21,17,7,2,1,1571,42,W Kentucky,99,33,371,56,32,3,35,2,2,32,16,10,1,0,2029,28,FAU,FAU43036
10/28/2017,FIU,224,48,177,18,14,6,60,0,0,21,12,4,0,0,1917,41,Marshall,142,29,363,52,33,3,35,1,2,29,13,7,3,0,1683,30,FIU,FIU43036
10/28/2017,Houston,255,48,142,25,14,5,45,1,0,16,15,4,3,1,1592,28,USF,137,55,325,38,23,5,35,0,0,21,23,7,5,3,2008,24,Houston,HOU43036
10/28/2017,Minnesota,142,43,139,29,9,5,37,0,1,15,16,4,2,0,1873,10,Iowa,125,33,190,27,15,6,50,1,1,15,14,3,0,0,1727,17,Iowa,IOWA43036
10/28/2017,TCU,172,34,135,25,12,11,104,1,2,14,14,4,0,0,1659,7,Iowa State,53,33,202,35,21,4,35,0,1,17,13,3,0,0,1941,14,Iowa State,ISU43036
10/28/2017,Kansas State,202,43,138,13,8,6,35,1,0,15,11,3,1,0,1826,30,Kansas,64,28,418,48,23,4,26,1,1,20,16,6,2,0,1710,20,Kansas State,KSU43036
10/28/2017,Indiana,73,35,410,62,43,7,70,0,1,35,23,11,1,0,2168,39,Maryland,174,40,171,16,10,12,133,0,1,18,8,3,0,0,1432,42,Maryland,MARY43036
10/28/2017,Tulane,123,52,203,31,15,4,27,1,0,18,23,11,3,2,2248,26,Memphis,259,32,298,31,18,8,80,0,1,18,14,9,1,0,1352,56,Memphis,MEM43036
10/28/2017,Rutgers,94,31,101,16,8,3,20,0,0,9,11,3,0,0,1396,14,Michigan,334,51,137,20,13,3,25,0,1,25,9,3,2,1,2204,35,Michigan,MICH43036
10/28/2017,Missouri,175,34,408,43,34,12,107,0,1,31,12,7,1,0,1761,52,UConn,121,41,233,52,22,5,65,0,1,23,23,9,3,1,1839,12,Missouri,MIZZ43036
10/28/2017,North Carolina St,50,24,213,37,17,12,89,0,1,14,16,5,2,0,1543,14,Notre Dame,318,54,104,19,10,4,29,0,0,25,16,9,0,0,2057,35,Notre Dame,ND43036
10/28/2017,Nebraska,40,27,431,50,32,9,95,0,0,25,17,6,3,1,2076,25,Purdue,199,38,164,28,16,7,63,0,0,20,13,3,0,0,1524,24,Nebraska,NEB43036
10/28/2017,Old Dominion,205,48,181,36,21,2,25,1,2,21,17,7,5,2,1923,38,North Texas,151,41,309,36,25,3,45,1,1,24,14,6,2,1,1661,45,North Texas,NT43036
10/28/2017,Michigan State,95,30,445,57,39,9,84,2,1,28,17,8,2,2,2099,31,Northwestern,64,28,368,50,34,1,9,1,0,28,15,7,1,1,1501,39,Northwestern,NW43036
10/28/2017,Oklahoma State,246,56,216,34,20,6,56,3,1,27,18,8,3,3,2229,50,West Virginia,62,30,285,42,20,6,41,1,4,19,15,2,3,3,1371,39,Oklahoma State,OKST43036
10/28/2017,Utah,91,30,293,43,25,5,49,1,0,20,14,4,4,1,1882,20,Oregon,347,49,69,13,10,8,60,1,0,19,13,6,0,0,1718,41,Oregon,ORG43036
10/28/2017,Penn State,91,35,192,29,17,9,73,0,0,17,15,7,1,0,1853,38,OSU,201,39,328,39,33,10,79,2,0,27,12,5,1,0,1747,39,OSU,OSU43036
10/28/2017,UVA,102,31,212,42,22,3,45,0,1,20,17,6,5,1,1836,14,Pitt,176,40,134,18,10,6,65,0,1,19,12,5,0,0,1764,31,Pitt,PITT43036
10/28/2017,Tulsa,246,53,212,25,9,8,73,0,1,22,19,10,1,0,2066,34,SMU,215,30,366,34,20,7,90,0,0,19,13,4,1,0,1534,38,SMU,SMU43036
10/28/2017,Vanderbilt,107,23,333,49,27,10,100,0,1,27,15,8,2,0,1764,27,South Carolina,212,37,174,29,19,7,50,0,0,26,14,7,0,0,1836,34,South Carolina,SUCK43036
10/28/2017,Texas,171,35,256,36,27,7,72,0,1,19,15,5,2,0,1783,38,Baylor,31,37,218,38,21,6,34,2,1,12,18,4,5,1,1817,7,Texas,TEX43036
10/28/2017,Ga Southern,227,62,82,12,6,4,30,0,1,19,19,10,2,2,2429,16,Troy,241,30,142,20,10,4,18,0,0,16,11,5,1,1,1171,38,Troy,TROY43036
10/28/2017,Texas State,238,52,269,39,27,6,60,1,1,32,19,11,2,1,2213,27,Coastal Carolina,34,20,149,27,13,14,123,1,0,9,13,3,0,0,1387,7,Texas State,TXST43036
10/28/2017,UAB,209,49,208,29,16,5,50,0,0,21,19,10,1,0,2024,30,Southern Miss,81,26,266,38,19,5,41,0,1,14,17,5,3,1,1576,12,UAB,UAB43036
10/28/2017,Austin Peay,143,44,209,19,12,11,108,1,1,18,13,6,4,3,1931,33,UCF,142,36,347,31,28,8,67,0,0,27,10,4,3,3,1669,73,UCF,UCF43036
10/28/2017,Georgia,292,35,101,7,4,7,40,0,1,14,8,3,0,0,1505,42,Florida,183,41,66,25,10,14,85,1,1,15,15,4,2,0,2095,7,Georgia,UGA43036
10/28/2017,Tennessee,203,55,242,23,18,9,54,0,0,27,16,6,1,1,2305,26,Kentucky,289,36,82,16,7,4,44,4,0,17,7,3,0,0,1295,29,Kentucky,UK43036
10/28/2017,Duke,101,35,82,24,10,7,53,1,1,10,15,4,2,0,1591,3,VT,187,48,200,28,13,3,40,0,0,23,16,6,4,1,2009,24,VT,VT43036
10/28/2017,Louisville,191,42,332,46,28,0,0,0,1,30,17,6,3,2,2039,32,Wake Forest,164,39,461,34,28,6,55,1,0,26,13,8,3,1,1561,42,Wake Forest,WAKE43036
10/28/2017,Wisconsin,168,45,135,19,10,4,50,0,1,19,12,5,1,1,1928,24,Illinois,134,33,152,31,9,5,40,1,2,17,14,6,0,0,1672,10,Wisconsin,WIS43036
10/28/2017,UCLA,62,28,170,33,19,6,59,1,0,15,14,3,0,0,1569,23,Washington,333,58,109,12,9,4,47,1,1,24,11,5,0,0,2031,44,Washington,WSH43036
10/28/2017,New Mexico,115,40,69,25,10,6,55,2,5,13,18,6,1,1,1930,3,Wyoming,75,32,234,28,16,5,50,0,0,18,13,4,1,0,1670,42,Wyoming,WY43036
10/28/2017,Buffalo,141,34,313,50,34,4,31,0,1,28,18,8,2,2,2032,20,Akron,81,25,286,29,21,4,49,0,1,19,12,7,0,0,1568,21,Akron,ZIPS43036
10/28/2017,Miami (FL),59,32,356,41,17,5,60,1,1,16,17,4,2,1,1629,24,UNC,176,46,252,46,20,7,56,1,3,27,18,6,4,2,1971,19,Miami (FL),#N/A
10/28/2017,Appalachian St,234,47,133,29,14,11,104,2,1,15,18,5,3,1,2012,27,UMass,209,39,190,33,20,11,82,2,2,16,16,3,0,0,1588,30,UMass,#N/A
10/28/2017,UL Monroe,98,29,415,37,24,2,15,1,1,25,13,7,2,0,1542,23,Idaho,158,39,360,42,28,5,56,0,0,27,15,8,1,0,2058,31,Idaho,#N/A
10/28/2017,LA Tech,180,39,237,32,21,4,25,0,0,24,11,5,1,1,1881,42,Rice,247,46,187,17,7,5,49,1,3,19,10,5,1,1,1719,28,LA Tech,#N/A
10/28/2017,Miss St,228,52,141,21,12,5,45,0,1,19,14,6,0,0,2169,35,Texas A&M,96,28,189,41,16,4,30,0,3,15,17,7,1,0,1431,14,Miss St,#N/A
10/29/2017,Arkansas State,120,40,297,40,25,13,126,1,1,27,14,3,0,0,1899,37,New Mexico St,35,32,221,40,20,4,39,0,2,13,17,3,1,0,1701,21,Arkansas State,ARST43037
10/29/2017,Washington St,44,17,602,84,58,7,50,0,4,32,18,4,5,3,2242,37,Arizona,310,34,275,17,10,2,20,2,1,13,9,2,0,0,1358,58,Arizona,AU43037
10/29/2017,Boise State,163,45,370,34,24,9,72,0,0,27,15,7,0,0,2271,41,Utah State,93,27,186,34,18,7,72,0,0,13,15,4,2,1,1319,14,Boise State,BSU43037
10/29/2017,Georgia Tech,198,43,32,13,3,2,20,1,0,10,15,3,2,1,1725,10,Clemson,221,45,207,33,22,5,45,1,0,21,17,7,0,0,1875,24,Clemson,CU43037
10/29/2017,Texas Tech,115,34,322,36,22,6,63,0,1,24,14,5,3,1,1678,27,Oklahoma,336,47,281,34,22,7,94,0,1,31,13,7,2,2,1922,49,Oklahoma,OU43037
10/29/2017,San Diego State,334,53,83,11,5,8,90,0,1,21,13,7,0,0,2007,28,Hawaii,35,23,160,33,19,6,46,0,0,12,14,2,1,0,1593,7,San Diego State,SDSU43037
10/29/2017,UNLV,173,44,155,29,17,5,35,0,0,22,15,5,2,2,2064,26,Fresno State,140,34,152,27,16,5,40,1,0,19,10,3,4,1,1536,16,UNLV,UNLV43037
