ID,UniqueID,Rank,Previous Rank,Team,FPV,Conf,WLT,Points,Last Week,DateNum,ShortDate
20454,MSSU40510,22,25,Mississippi State,0,SEC,8/4/2018,224,W 31-23 A Mississippi,40510,11/28/2010
20455,WVU40510,23,NR,West Virginia,0,Big East,8/3/2018,147,W 35-10 A Pittsburgh,40510,11/28/2010
20456,NIU40510,24,NR,Northern Illinois,0,MAC,10/2/2018,130,DNP,40510,11/28/2010
20457,HI40510,25,NR,Hawaii,0,WAC,9/3/2018,43,W 59-24 A New Mexico State,40510,11/28/2010
20458,AU40510,RV,20,Arizona,0,Pac-10,7/4/2018,34,DNP,40510,11/28/2010
20459,MARY40510,RV,NR,Maryland,0,ACC,8/4/2018,29,W 38-31 H #21 NC State,40510,11/28/2010
20460,TULS40510,RV,NR,Tulsa,0,C-USA,9/3/2018,28,DNP,40510,11/28/2010
20461,CONN40510,RV,NR,Connecticut,0,Big East,7/4/2018,16,W 38-17 H Cincinnati,40510,11/28/2010
20462,NAVY40510,RV,NR,Navy,0,Ind,8/3/2018,14,DNP,40510,11/28/2010
20463,UCF40510,RV,NR,UCF,0,C-USA,9/3/2018,12,DNP,40510,11/28/2010
20464,SDSU40510,RV,NR,San Diego State,0,MWC,8/4/2018,5,DNP,40510,11/28/2010
20465,AIR40510,RV,NR,Air Force,0,MWC,8/4/2018,2,DNP,40510,11/28/2010
20466,NCST40510,RV,21,NC State,0,ACC,8/4/2018,2,L 38-31 A Maryland,40510,11/28/2010
20467,IOWA40510,NR,24,Iowa,0,Big Ten,7/5/2018,0,L 27-24 A Minnesota,40510,11/28/2010
20468,MIA40510,NR,NR,Miami,0,MAC,8/4/2018,0,W 23-3 H Temple,40510,11/28/2010
20469,ND40510,NR,NR,Notre Dame,0,Ind,7/5/2018,0,W 20-16 A USC,40510,11/28/2010
20470,OHIO40510,NR,NR,Ohio,0,MAC,8/4/2018,0,L 28-6 A Kent State,40510,11/28/2010
20471,USF40510,NR,NR,South Florida,0,Big East,7/4/2018,0,W 23-20 (1OT) A Miami (FL),40510,11/28/2010
20473,AUB40517,1,2,Auburn,36,SEC,13-0,1473,W 56-17 N #18 South Carolina (SEC),40517,12/5/2010
20474,ORG40517,2,1,Oregon,23,Pac-10,12/1/2000,1462,W 37-20 A Oregon State,40517,12/5/2010
20475,TCU40517,3,3,TCU,1,MWC,12/1/2000,1379,DNP,40517,12/5/2010
20476,WIS40517,4,4,Wisconsin,0,Big Ten,11/1/2018,1289,DNP,40517,12/5/2010
20477,STAN40517,5,5,Stanford,0,Pac-10,11/1/2018,1283,DNP,40517,12/5/2010
20478,OSU40517,6,6,Ohio State,0,Big Ten,11/1/2018,1179,DNP,40517,12/5/2010
20479,MSU40517,7,7,Michigan State,0,Big Ten,11/1/2018,1101,DNP,40517,12/5/2010
20480,ARK40517,8,8,Arkansas,0,SEC,10/2/2018,1085,DNP,40517,12/5/2010
20481,OU40517,9,10,Oklahoma,0,Big 12,11/2/2018,976,W 23-20 N #13 Nebraska (Big 12),40517,12/5/2010
20482,BSU40517,10,9,Boise State,0,WAC,11/1/2018,932,W 50-14 H Utah State,40517,12/5/2010
20483,LSU40517,11,11,LSU,0,SEC,10/2/2018,863,DNP,40517,12/5/2010
20484,VT40517,12,12,Virginia Tech,0,ACC,11/2/2018,817,W 44-33 N #20 Florida State (ACC),40517,12/5/2010
20485,NEV40517,13,14,Nevada,0,WAC,12/1/2018,759,W 35-17 A Louisiana Tech,40517,12/5/2010
20486,MIZZ40517,14,15,Missouri,0,Big 12,10/2/2018,705,DNP,40517,12/5/2010
20487,BAMA40517,15,17,Alabama,0,SEC,9/3/2018,628,DNP,40517,12/5/2010
20488,OKST40517,16,16,Oklahoma State,0,Big 12,10/2/2018,622,DNP,40517,12/5/2010
20489,NEB40517,17,13,Nebraska,0,Big 12,10/3/2018,608,L 23-20 N #10 Oklahoma (Big 12),40517,12/5/2010
20490,TAMU40517,18,19,Texas A&M,0,Big 12,9/3/2018,601,DNP,40517,12/5/2010
20491,SUCK40517,19,18,South Carolina,0,SEC,9/4/2018,332,L 56-17 N #2 Auburn (SEC),40517,12/5/2010
20492,UTAH40517,20,21,Utah,0,MWC,10/2/2018,312,DNP,40517,12/5/2010
20493,MSSU40517,21,22,Mississippi State,0,SEC,8/4/2018,288,DNP,40517,12/5/2010
20494,WVU40517,22,23,West Virginia,0,Big East,9/3/2018,283,W 35-14 H Rutgers,40517,12/5/2010
20495,FSU40517,23,20,Florida State,0,ACC,9/4/2018,188,L 44-33 N #12 Virginia Tech (ACC),40517,12/5/2010
20496,HI40517,24,25,Hawaii,0,WAC,10/3/2018,111,W 59-21 H UNLV,40517,12/5/2010
20497,CONN40517,25,NR,Connecticut,0,Big East,8/4/2018,74,W 19-16 A South Florida,40517,12/5/2010
20498,UCF40517,RV,NR,UCF,0,C-USA,10/3/2018,63,W 17-7 H SMU (CUSA),40517,12/5/2010
20499,MARY40517,RV,NR,Maryland,0,ACC,8/4/2018,30,DNP,40517,12/5/2010
20500,TULS40517,RV,NR,Tulsa,0,C-USA,9/3/2018,18,DNP,40517,12/5/2010
20501,NAVY40517,RV,NR,Navy,0,Ind,8/3/2018,11,DNP,40517,12/5/2010
20502,MIA40517,RV,NR,Miami,0,MAC,9/4/2018,8,W 26-21 N #24 Northern Illinois (MAC),40517,12/5/2010
20503,NIU40517,RV,24,Northern Illinois,0,MAC,10/3/2018,7,L 26-21 N Miami (OH) (MAC),40517,12/5/2010
20504,SDSU40517,RV,NR,San Diego State,0,MWC,8/4/2018,6,DNP,40517,12/5/2010
20505,FRES40517,RV,NR,Fresno State,0,WAC,8/4/2018,2,W 25-23 H Illinois,40517,12/5/2010
20506,PITT40517,RV,NR,Pittsburgh,0,Big East,7/5/2018,2,W 28-10 A Cincinnati,40517,12/5/2010
20507,AIR40517,RV,NR,Air Force,0,MWC,8/4/2018,1,DNP,40517,12/5/2010
20508,IOWA40517,RV,NR,Iowa,0,Big Ten,7/5/2018,1,DNP,40517,12/5/2010
20509,NCST40517,RV,NR,NC State,0,ACC,8/4/2018,1,DNP,40517,12/5/2010
20510,AU40517,NR,NR,Arizona,0,Pac-10,7/5/2018,0,L 30-29 (2OT) H Arizona State,40517,12/5/2010
20511,ND40517,NR,NR,Notre Dame,0,Ind,7/5/2018,0,DNP,40517,12/5/2010
20512,USF40517,NR,NR,South Florida,0,Big East,7/5/2018,0,L 19-16 H Connecticut,40517,12/5/2010
20609,OU40792,1,1,Oklahoma,32,Big 12,1/1/2000,1448,W 47-14 H Tulsa,40792,9/6/2011
20610,LSU40792,2,4,LSU,17,SEC,1/1/2000,1415,W 40-27 N #3 Oregon (Cowboys Classic),40792,9/6/2011
20611,BAMA40792,3,2,Alabama,9,SEC,1/1/2000,1409,W 48-7 H Kent State,40792,9/6/2011
20612,BSU40792,4,5,Boise State,2,MWC,1/1/2000,1310,W 35-21 N #19 Georgia,40792,9/6/2011
20613,FSU40792,5,6,Florida State,0,ACC,1/1/2000,1196,W 34-0 H Louisiana-Monroe,40792,9/6/2011
20614,STAN40792,6,7,Stanford,0,Pac-12,1/1/2000,1154,W 57-3 H San Jose State,40792,9/6/2011
20615,TAMU40792,7,8,Texas A&M,0,Big 12,1/1/2000,1033,W 46-14 H SMU,40792,9/6/2011
20616,WIS40792,8,11,Wisconsin,0,Big Ten,1/1/2000,1031,W 51-17 H UNLV,40792,9/6/2011
20617,OKST40792,9,9,Oklahoma State,0,Big 12,1/1/2000,981,W 61-34 H Louisiana-Lafayette,40792,9/6/2011
20618,NEB40792,10,10,Nebraska,0,Big Ten,1/1/2000,947,W 40-7 H Chattanooga,40792,9/6/2011
20619,VT40792,11,13,Virginia Tech,0,ACC,1/1/2000,906,W 66-13 H Appalachian State,40792,9/6/2011
20620,SUCK40792,12,12,South Carolina,0,SEC,1/1/2000,843,W 56-37 N East Carolina,40792,9/6/2011
20621,ORG40792,13,3,Oregon,0,Pac-12,0-1,828,L 40-27 N #4 LSU (Cowboys Classic),40792,9/6/2011
20622,ARK40792,14,15,Arkansas,0,SEC,1/1/2000,752,W 51-7 H Missouri State,40792,9/6/2011
20623,OSU40792,15,18,Ohio State,0,Big Ten,1/1/2000,606,W 42-0 H Akron,40792,9/6/2011
20624,MSSU40792,16,20,Mississippi State,0,SEC,1/1/2000,594,W 59-14 A Memphis,40792,9/6/2011
20625,MSU40792,17,17,Michigan State,0,Big Ten,1/1/2000,530,W 28-6 H Youngstown State,40792,9/6/2011
20626,UF40792,18,22,Florida,0,SEC,1/1/2000,382,W 41-3 H Florida Atlantic,40792,9/6/2011
20627,WVU40792,19,24,West Virginia,0,Big East,1/1/2000,357,W 34-13 H Marshall,40792,9/6/2011
20628,BU40792,20,NR,Baylor,0,Big 12,1/1/2000,284,W 50-48 H #14 TCU,40792,9/6/2011
20629,MIZZ40792,21,21,Missouri,0,Big 12,1/1/2000,242,W 17-6 H Miami (OH),40792,9/6/2011
20630,USF40792,22,NR,South Florida,0,Big East,1/1/2000,221,W 23-20 A #16 Notre Dame,40792,9/6/2011
20631,PSU40792,23,NR,Penn State,0,Big Ten,1/1/2000,147,W 41-7 H Indiana State,40792,9/6/2011
20632,TEX40792,24,NR,Texas,0,Big 12,1/1/2000,135,W 34-9 H Rice,40792,9/6/2011
20633,TCU40792,25,14,TCU,0,MWC,0-1,130,L 50-48 A Baylor,40792,9/6/2011
20634,ASU40792,RV,NR,Arizona State,0,Pac-12,1/1/2000,119,W 48-14 H UC Davis,40792,9/6/2011
20635,AUB40792,RV,23,Auburn,0,SEC,1/1/2000,85,W 42-38 H Utah State,40792,9/6/2011
20636,USC40792,RV,25,USC,0,Pac-12,1/1/2000,69,W 19-17 H Minnesota,40792,9/6/2011
20637,UGA40792,RV,19,Georgia,0,SEC,0-1,52,L 35-21 N #5 Boise State,40792,9/6/2011
20638,NW40792,RV,NR,Northwestern,0,Big Ten,1/1/2000,40,W 24-17 A Boston College,40792,9/6/2011
20639,MARY40792,RV,NR,Maryland,0,ACC,1/1/2000,34,W 32-24 H Miami (FL),40792,9/6/2011
20640,BYU40792,RV,NR,BYU,0,Ind,1/1/2000,33,W 14-13 A Mississippi,40792,9/6/2011
20641,IOWA40792,RV,NR,Iowa,0,Big Ten,1/1/2000,29,W 34-7 H Tennessee Tech,40792,9/6/2011
20642,HOU40792,RV,NR,Houston,0,C-USA,1/1/2000,27,W 38-34 H UCLA,40792,9/6/2011
20643,UTAH40792,RV,NR,Utah,0,Pac-12,1/1/2000,24,W 27-10 H Montana State,40792,9/6/2011
20644,ND40792,RV,16,Notre Dame,0,Ind,0-1,22,L 23-20 H South Florida,40792,9/6/2011
20645,MICH40792,RV,NR,Michigan,0,Big Ten,1/1/2000,17,W 34-10 H Western Michigan,40792,9/6/2011
20646,AIR40792,RV,NR,Air Force,0,MWC,1/1/2000,11,W 37-20 H South Dakota,40792,9/6/2011
20647,PITT40792,RV,NR,Pittsburgh,0,Big East,1/1/2000,11,W 35-16 H Buffalo,40792,9/6/2011
20648,UCF40792,RV,NR,UCF,0,C-USA,1/1/2000,10,W 62-0 H Charleston Southern,40792,9/6/2011
20649,NCST40792,RV,NR,NC State,0,ACC,1/1/2000,8,W 43-21 H Liberty,40792,9/6/2011
20650,HI40792,RV,NR,Hawaii,0,WAC,1/1/2000,6,W 34-17 H Colorado,40792,9/6/2011
20651,UT40792,RV,NR,Tennessee,0,SEC,1/1/2000,6,W 42-16 H Montana,40792,9/6/2011
20652,AU40792,RV,NR,Arizona,0,Pac-12,1/1/2000,5,W 41-10 H Northern Arizona,40792,9/6/2011
20653,NIU40792,RV,NR,Northern Illinois,0,MAC,1/1/2000,5,W 49-26 H Army,40792,9/6/2011
20654,USM40792,RV,NR,Southern Miss,0,C-USA,1/1/2000,4,W 19-17 H Louisiana Tech,40792,9/6/2011
20655,CU40792,RV,NR,Clemson,0,ACC,1/1/2000,1,W 43-19 H Troy,40792,9/6/2011
20656,GT40792,RV,NR,Georgia Tech,0,ACC,1/1/2000,1,W 63-21 H Western Carolina,40792,9/6/2011
20657,CAL40792,NR,NR,California,0,Pac-12,1/1/2000,0,W 36-21 N Fresno State,40792,9/6/2011
20658,CINN40792,NR,NR,Cincinnati,0,Big East,1/1/2000,0,W 72-10 H Austin Peay,40792,9/6/2011
20659,UNC40792,NR,NR,North Carolina,0,ACC,1/1/2000,0,W 42-10 H James Madison,40792,9/6/2011
20660,TTU40792,NR,NR,Texas Tech,0,Big 12,1/1/2000,0,W 50-10 H Texas State,40792,9/6/2011
20661,WSH40792,NR,NR,Washington,0,Pac-12,1/1/2000,0,W 30-27 H Eastern Washington,40792,9/6/2011
20663,OU40797,1,1,Oklahoma,31,Big 12,1/1/2000,1440,DNP,40797,9/11/2011
20664,BAMA40797,2,3,Alabama,10,SEC,2/1/2000,1423,W 27-11 A #23 Penn State,40797,9/11/2011
20665,LSU40797,3,2,LSU,17,SEC,2/1/2000,1417,W 49-3 H Northwestern State,40797,9/11/2011
20666,BSU40797,4,4,Boise State,2,MWC,1/1/2000,1307,DNP,40797,9/11/2011
20667,FSU40797,5,5,Florida State,0,ACC,2/1/2000,1195,W 62-10 H Charleston Southern,40797,9/11/2011
20668,STAN40797,6,6,Stanford,0,Pac-12,2/1/2000,1161,W 44-14 A Duke,40797,9/11/2011
20669,WIS40797,7,8,Wisconsin,0,Big Ten,2/1/2000,1091,W 35-0 H Oregon State,40797,9/11/2011
20670,OKST40797,8,9,Oklahoma State,0,Big 12,2/1/2000,1035,W 37-14 H Arizona,40797,9/11/2011
20671,TAMU40797,9,7,Texas A&M,0,Big 12,1/1/2000,1025,DNP,40797,9/11/2011
20672,SUCK40797,10,12,South Carolina,0,SEC,2/1/2000,892,W 45-42 A Georgia,40797,9/11/2011
20673,NEB40797,11,10,Nebraska,0,Big Ten,2/1/2000,889,W 42-29 H Fresno State,40797,9/11/2011
20674,ORG40797,12,13,Oregon,0,Pac-12,1/1/2018,846,W 69-20 H Nevada,40797,9/11/2011
20675,VT40797,13,11,Virginia Tech,0,ACC,2/1/2000,827,W 17-10 A East Carolina,40797,9/11/2011
20676,ARK40797,14,14,Arkansas,0,SEC,2/1/2000,770,W 52-3 H New Mexico,40797,9/11/2011
20677,MSU40797,15,17,Michigan State,0,Big Ten,2/1/2000,602,W 44-0 H Florida Atlantic,40797,9/11/2011
20678,UF40797,16,18,Florida,0,SEC,2/1/2000,515,W 39-0 H UAB,40797,9/11/2011
20679,OSU40797,17,15,Ohio State,0,Big Ten,2/1/2000,459,W 27-22 H Toledo,40797,9/11/2011
20680,WVU40797,18,19,West Virginia,0,Big East,2/1/2000,416,W 55-12 H Norfolk State,40797,9/11/2011
20681,BU40797,19,20,Baylor,0,Big 12,1/1/2000,371,DNP,40797,9/11/2011
20682,USF40797,20,22,South Florida,0,Big East,2/1/2000,351,W 37-7 H Ball State,40797,9/11/2011
20683,AUB40797,21,NR,Auburn,0,SEC,2/1/2000,348,W 41-34 H #16 Mississippi State,40797,9/11/2011
20684,ASU40797,22,NR,Arizona State,0,Pac-12,2/1/2000,308,W 37-30 (1OT) H #21 Missouri,40797,9/11/2011
20685,TCU40797,23,25,TCU,0,MWC,1/1/2018,161,W 35-19 A Air Force,40797,9/11/2011
20686,TEX40797,23,24,Texas,0,Big 12,2/1/2000,161,W 17-16 H BYU,40797,9/11/2011
20687,MSSU40797,25,16,Mississippi State,0,SEC,1/1/2018,124,L 41-34 A Auburn,40797,9/11/2011
20688,MICH40797,RV,NR,Michigan,0,Big Ten,2/1/2000,100,W 35-31 H Notre Dame,40797,9/11/2011
20689,USC40797,RV,NR,USC,0,Pac-12,2/1/2000,73,W 23-14 H Utah,40797,9/11/2011
20690,HOU40797,RV,NR,Houston,0,C-USA,2/1/2000,32,W 48-23 A North Texas,40797,9/11/2011
20691,MARY40797,RV,NR,Maryland,0,ACC,1/1/2000,32,DNP,40797,9/11/2011
20692,UCF40797,RV,NR,UCF,0,C-USA,2/1/2000,31,W 30-3 H Boston College,40797,9/11/2011
20693,NW40797,RV,NR,Northwestern,0,Big Ten,2/1/2000,19,W 42-21 H Eastern Illinois,40797,9/11/2011
20694,PSU40797,RV,23,Penn State,0,Big Ten,1/1/2018,18,L 27-11 H #3 Alabama,40797,9/11/2011
20695,BYU40797,RV,NR,BYU,0,Ind,1/1/2018,14,L 17-16 A #24 Texas,40797,9/11/2011
20696,UT40797,RV,NR,Tennessee,0,SEC,2/1/2000,13,W 45-23 H Cincinnati,40797,9/11/2011
20697,MIZZ40797,RV,21,Missouri,0,Big 12,1/1/2018,12,L 37-30 (1OT) A Arizona State,40797,9/11/2011
20698,WSH40797,RV,NR,Washington,0,Pac-12,2/1/2000,12,W 40-32 H Hawaii,40797,9/11/2011
20699,UGA40797,RV,NR,Georgia,0,SEC,0-2,8,L 45-42 H #12 South Carolina,40797,9/11/2011
20700,GT40797,RV,NR,Georgia Tech,0,ACC,2/1/2000,2,W 49-21 A Middle Tennessee,40797,9/11/2011
20701,CAL40797,NR,NR,California,0,Pac-12,2/1/2000,0,W 36-33 (1OT) A Colorado,40797,9/11/2011
20702,CU40797,NR,NR,Clemson,0,ACC,2/1/2000,0,W 35-27 H Wofford,40797,9/11/2011
20703,ISU40797,NR,NR,Iowa State,0,Big 12,2/1/2000,0,W 44-41 (3OT) H Iowa,40797,9/11/2011
20704,UNC40797,NR,NR,North Carolina,0,ACC,2/1/2000,0,W 24-22 H Rutgers,40797,9/11/2011
20705,SDSU40797,NR,NR,San Diego State,0,MWC,2/1/2000,0,W 23-20 A Army,40797,9/11/2011
20707,OU40804,1,1,Oklahoma,37,Big 12,2/1/2000,1471,W 23-13 A #5 Florida State,40804,9/18/2011
20708,LSU40804,2,3,LSU,14,SEC,3/1/2000,1424,W 19-6 A #25 Mississippi State,40804,9/18/2011
20709,BAMA40804,3,2,Alabama,7,SEC,3/1/2000,1402,W 41-0 H North Texas,40804,9/18/2011
20710,BSU40804,4,4,Boise State,2,MWC,2/1/2000,1309,W 40-15 A Toledo,40804,9/18/2011
20711,STAN40804,5,6,Stanford,0,Pac-12,3/1/2000,1212,W 37-10 A Arizona,40804,9/18/2011
20712,WIS40804,6,7,Wisconsin,0,Big Ten,3/1/2000,1170,W 49-7 A Northern Illinois,40804,9/18/2011
20713,OKST40804,7,8,Oklahoma State,0,Big 12,3/1/2000,1092,W 59-33 A Tulsa,40804,9/18/2011
20714,TAMU40804,8,9,Texas A&M,0,Big 12,2/1/2000,1043,W 37-7 H Idaho,40804,9/18/2011
20715,NEB40804,9,11,Nebraska,0,Big Ten,3/1/2000,911,W 51-38 H Washington,40804,9/18/2011
20716,ORG40804,10,12,Oregon,0,Pac-12,2/1/2018,899,W 56-7 H Missouri State,40804,9/18/2011
20717,FSU40804,11,5,Florida State,0,ACC,2/1/2018,896,L 23-13 H #1 Oklahoma,40804,9/18/2011
20718,SUCK40804,12,10,South Carolina,0,SEC,3/1/2000,891,W 24-21 H Navy,40804,9/18/2011
20719,VT40804,13,13,Virginia Tech,0,ACC,3/1/2000,830,W 26-7 H Arkansas State,40804,9/18/2011
20720,ARK40804,14,14,Arkansas,0,SEC,3/1/2000,781,W 38-28 H Troy,40804,9/18/2011
20721,UF40804,15,16,Florida,0,SEC,3/1/2000,669,W 33-23 H Tennessee,40804,9/18/2011
20722,WVU40804,16,18,West Virginia,0,Big East,3/1/2000,579,W 37-31 A Maryland,40804,9/18/2011
20723,BU40804,17,19,Baylor,0,Big 12,2/1/2000,521,W 48-0 H Stephen F. Austin,40804,9/18/2011
20724,USF40804,18,20,South Florida,0,Big East,3/1/2000,496,W 70-17 H Florida A&M,40804,9/18/2011
20725,TEX40804,19,23,Texas,0,Big 12,3/1/2000,402,W 49-20 A UCLA,40804,9/18/2011
20726,TCU40804,20,23,TCU,0,MWC,2/1/2018,273,W 38-17 H Louisiana-Monroe,40804,9/18/2011
20727,CU40804,21,NR,Clemson,0,ACC,3/1/2000,272,W 38-24 H #21 Auburn,40804,9/18/2011
20728,MICH40804,22,NR,Michigan,0,Big Ten,3/1/2000,266,W 31-3 H Eastern Michigan,40804,9/18/2011
20729,USC40804,23,NR,USC,0,Pac-12,3/1/2000,260,W 38-17 H Syracuse,40804,9/18/2011
20730,ILL40804,24,NR,Illinois,0,Big Ten,3/1/2000,106,W 17-14 H #22 Arizona State,40804,9/18/2011
20731,GT40804,25,NR,Georgia Tech,0,ACC,3/1/2000,59,W 66-24 A Kansas,40804,9/18/2011
20732,MSU40804,RV,15,Michigan State,0,Big Ten,2/1/2018,42,L 31-13 A Notre Dame,40804,9/18/2011
20733,AUB40804,RV,21,Auburn,0,SEC,2/1/2018,29,L 38-24 A Clemson,40804,9/18/2011
20734,HOU40804,RV,NR,Houston,0,C-USA,3/1/2000,25,W 35-34 A Louisiana Tech,40804,9/18/2011
20735,MIA40804,RV,NR,Miami,0,ACC,1/1/2018,23,W 24-6 H #17 Ohio State,40804,9/18/2011
20736,ISU40804,RV,NR,Iowa State,0,Big 12,3/1/2000,19,W 24-20 A Connecticut,40804,9/18/2011
20737,UTAH40804,RV,NR,Utah,0,Pac-12,2/1/2018,19,W 54-10 A BYU,40804,9/18/2011
20738,OSU40804,RV,17,Ohio State,0,Big Ten,2/1/2018,16,L 24-6 A Miami (FL),40804,9/18/2011
20739,MARY40804,RV,NR,Maryland,0,ACC,1/1/2018,15,L 37-31 H #18 West Virginia,40804,9/18/2011
20740,MSSU40804,RV,25,Mississippi State,0,SEC,1/2/2018,14,L 19-6 H #3 LSU,40804,9/18/2011
20741,MIZZ40804,RV,NR,Missouri,0,Big 12,2/1/2018,10,W 69-0 H Western Illinois,40804,9/18/2011
20742,ASU40804,RV,22,Arizona State,0,Pac-12,2/1/2018,9,L 17-14 A Illinois,40804,9/18/2011
20743,ND40804,RV,NR,Notre Dame,0,Ind,1/2/2018,8,W 31-13 H #15 Michigan State,40804,9/18/2011
20744,SDSU40804,RV,NR,San Diego State,0,MWC,3/1/2000,8,W 42-24 H Washington State,40804,9/18/2011
20745,VAND40804,RV,NR,Vanderbilt,0,SEC,3/1/2000,8,W 30-7 H Mississippi,40804,9/18/2011
20746,UGA40804,RV,NR,Georgia,0,SEC,1/2/2018,7,W 59-0 H Coastal Carolina,40804,9/18/2011
20747,FIU40804,RV,NR,Florida International,0,Sun Belt,3/1/2000,4,W 17-10 H UCF,40804,9/18/2011
20748,CAL40804,RV,NR,California,0,Pac-12,3/1/2000,3,W 63-12 H Presbyterian,40804,9/18/2011
20749,NAVY40804,RV,NR,Navy,0,Ind,2/1/2018,3,L 24-21 A #10 South Carolina,40804,9/18/2011
20750,UNC40804,RV,NR,North Carolina,0,ACC,3/1/2000,2,W 28-17 H Virginia,40804,9/18/2011
20751,UT40804,RV,NR,Tennessee,0,SEC,2/1/2018,2,L 33-23 A #16 Florida,40804,9/18/2011
20752,NW40804,NR,NR,Northwestern,0,Big Ten,2/1/2018,0,L 21-14 A Army,40804,9/18/2011
20753,OHIO40804,NR,NR,Ohio,0,MAC,3/1/2000,0,W 44-7 H Marshall,40804,9/18/2011
20754,PSU40804,NR,NR,Penn State,0,Big Ten,2/1/2018,0,W 14-10 A Temple,40804,9/18/2011
20755,TTU40804,NR,NR,Texas Tech,0,Big 12,2/1/2000,0,W 59-13 A New Mexico,40804,9/18/2011
20756,WSH40804,NR,NR,Washington,0,Pac-12,2/1/2018,0,L 51-38 A #11 Nebraska,40804,9/18/2011
20758,LSU40811,1,2,LSU,42,SEC,4/1/2000,1471,W 47-21 A #16 West Virginia,40811,9/25/2011
20759,OU40811,2,1,Oklahoma,12,Big 12,3/1/2000,1422,W 38-28 H Missouri,40811,9/25/2011
20760,BAMA40811,3,3,Alabama,5,SEC,4/1/2000,1413,W 38-14 H #14 Arkansas,40811,9/25/2011
20761,BSU40811,4,4,Boise State,1,MWC,3/1/2000,1280,W 41-21 H Tulsa,40811,9/25/2011
20762,OKST40811,5,7,Oklahoma State,0,Big 12,4/1/2000,1209,W 30-29 A #8 Texas A&M,40811,9/25/2011
20763,STAN40811,6,5,Stanford,0,Pac-12,3/1/2000,1205,DNP,40811,9/25/2011
20764,WIS40811,7,6,Wisconsin,0,Big Ten,4/1/2000,1177,W 59-10 H South Dakota,40811,9/25/2011
20765,NEB40811,8,9,Nebraska,0,Big Ten,4/1/2000,991,W 38-14 A Wyoming,40811,9/25/2011
20766,ORG40811,9,10,Oregon,0,Pac-12,3/1/2018,985,W 56-31 A Arizona,40811,9/25/2011
20767,SUCK40811,10,12,South Carolina,0,SEC,4/1/2000,950,W 21-3 H Vanderbilt,40811,9/25/2011
20768,VT40811,11,13,Virginia Tech,0,ACC,4/1/2000,883,W 30-10 A Marshall,40811,9/25/2011
20769,UF40811,12,15,Florida,0,SEC,4/1/2000,820,W 48-10 A Kentucky,40811,9/25/2011
20770,CU40811,13,21,Clemson,0,ACC,4/1/2000,744,W 35-30 H #11 Florida State,40811,9/25/2011
20771,TAMU40811,14,8,Texas A&M,0,Big 12,2/1/2018,734,L 30-29 H #7 Oklahoma State,40811,9/25/2011
20772,BU40811,15,17,Baylor,0,Big 12,3/1/2000,659,W 56-31 H Rice,40811,9/25/2011
20773,USF40811,16,18,South Florida,0,Big East,4/1/2000,585,W 52-24 H UTEP,40811,9/25/2011
20774,TEX40811,17,19,Texas,0,Big 12,3/1/2000,466,DNP,40811,9/25/2011
20775,ARK40811,18,14,Arkansas,0,SEC,3/1/2018,434,L 38-14 A #3 Alabama,40811,9/25/2011
20776,MICH40811,19,22,Michigan,0,Big Ten,4/1/2000,417,W 28-7 H San Diego State,40811,9/25/2011
20777,TCU40811,20,20,TCU,0,MWC,3/1/2018,338,W 55-13 H Portland State,40811,9/25/2011
20778,GT40811,21,25,Georgia Tech,0,ACC,4/1/2000,298,W 35-28 H North Carolina,40811,9/25/2011
20779,WVU40811,22,16,West Virginia,0,Big East,3/1/2018,280,L 47-21 H #2 LSU,40811,9/25/2011
20780,FSU40811,23,11,Florida State,0,ACC,2/2/2018,239,L 35-30 A #21 Clemson,40811,9/25/2011
20781,ILL40811,24,24,Illinois,0,Big Ten,4/1/2000,179,W 23-20 H Western Michigan,40811,9/25/2011
20782,ASU40811,25,NR,Arizona State,0,Pac-12,3/1/2018,112,W 43-22 H #23 USC,40811,9/25/2011
20783,MSU40811,RV,NR,Michigan State,0,Big Ten,3/1/2018,51,W 45-7 H Central Michigan,40811,9/25/2011
20784,HOU40811,RV,NR,Houston,0,C-USA,4/1/2000,38,W 56-0 H Georgia State,40811,9/25/2011
20785,AUB40811,RV,NR,Auburn,0,SEC,3/1/2018,25,W 30-14 H Florida Atlantic,40811,9/25/2011
20786,ISU40811,RV,NR,Iowa State,0,Big 12,3/1/2000,21,DNP,40811,9/25/2011
20787,OSU40811,RV,NR,Ohio State,0,Big Ten,3/1/2018,15,W 37-17 H Colorado,40811,9/25/2011
20788,KSU40811,RV,NR,Kansas State,0,Big 12,3/1/2000,14,W 28-24 A Miami (FL),40811,9/25/2011
20789,UTAH40811,RV,NR,Utah,0,Pac-12,2/1/2018,12,DNP,40811,9/25/2011
20790,PSU40811,RV,NR,Penn State,0,Big Ten,3/1/2018,9,W 34-6 H Eastern Michigan,40811,9/25/2011
20791,UGA40811,RV,NR,Georgia,0,SEC,2/2/2018,8,W 27-13 A Mississippi,40811,9/25/2011
20792,WSH40811,RV,NR,Washington,0,Pac-12,3/1/2018,4,W 31-23 H California,40811,9/25/2011
20793,ND40811,RV,NR,Notre Dame,0,Ind,2/2/2018,3,W 15-12 A Pittsburgh,40811,9/25/2011
20794,UT40811,RV,NR,Tennessee,0,SEC,2/1/2018,3,DNP,40811,9/25/2011
20795,NAVY40811,RV,NR,Navy,0,Ind,2/1/2018,2,DNP,40811,9/25/2011
