ID,UniqueID,Rank,Previous Rank,Team,FPV,Conf,WLT,Points,Last Week,DateNum,ShortDate
19855,BAMA40428,1,1,Alabama,47,SEC,1/1/2000,1484,W 48-3 H San Jose State,40428,9/7/2010
19856,OSU40428,2,2,Ohio State,4,Big Ten,1/1/2000,1412,W 45-7 H Marshall,40428,9/7/2010
19857,BSU40428,3,3,Boise State,8,WAC,1/1/2000,1399,W 33-30 N #10 Virginia Tech,40428,9/7/2010
19858,TCU40428,4,6,TCU,0,MWC,1/1/2000,1256,W 30-21 N #24 Oregon State,40428,9/7/2010
19859,TEX40428,5,5,Texas,1,Big 12,1/1/2000,1192,W 34-17 A Rice,40428,9/7/2010
19860,NEB40428,6,8,Nebraska,0,Big 12,1/1/2000,1105,W 49-10 H Western Kentucky,40428,9/7/2010
19861,ORG40428,7,11,Oregon,0,Pac-10,1/1/2000,1077,W 72-0 H New Mexico,40428,9/7/2010
19862,UF40428,8,4,Florida,0,SEC,1/1/2000,1065,W 34-12 H Miami (OH),40428,9/7/2010
19863,IOWA40428,9,9,Iowa,0,Big Ten,1/1/2000,1044,W 37-7 H Eastern Illinois,40428,9/7/2010
19864,OU40428,10,7,Oklahoma,0,Big 12,1/1/2000,917,W 31-24 H Utah State,40428,9/7/2010
19865,WIS40428,11,12,Wisconsin,0,Big Ten,1/1/2000,881,W 41-21 A UNLV,40428,9/7/2010
19866,MIA40428,12,13,Miami,0,ACC,1/1/2000,877,W 45-0 H Florida A&M,40428,9/7/2010
19867,VT40428,13,10,Virginia Tech,0,ACC,0-1,782,L 33-30 N #3 Boise State,40428,9/7/2010
19868,ARK40428,14,17,Arkansas,0,SEC,1/1/2000,572,W 44-3 H Tennessee Tech,40428,9/7/2010
19869,GT40428,15,16,Georgia Tech,0,ACC,1/1/2000,555,W 41-10 H South Carolina State,40428,9/7/2010
19870,USC40428,16,14,USC,0,Pac-10,1/1/2000,520,W 49-36 A Hawaii,40428,9/7/2010
19871,FSU40428,17,20,Florida State,0,ACC,1/1/2000,504,W 59-6 H Samford,40428,9/7/2010
19872,PSU40428,18,19,Penn State,0,Big Ten,1/1/2000,418,W 44-14 H Youngstown State,40428,9/7/2010
19873,LSU40428,19,21,LSU,0,SEC,1/1/2000,384,W 30-24 N #18 North Carolina,40428,9/7/2010
19874,UTAH40428,20,NR,Utah,0,MWC,1/1/2000,365,W 27-24 (1OT) H #15 Pittsburgh,40428,9/7/2010
19875,AUB40428,21,22,Auburn,0,SEC,1/1/2000,362,W 52-26 H Arkansas State,40428,9/7/2010
19876,UGA40428,22,23,Georgia,0,SEC,1/1/2000,353,W 55-7 H Louisiana-Lafayette,40428,9/7/2010
19877,WVU40428,23,25,West Virginia,0,Big East,1/1/2000,226,W 31-0 H Coastal Carolina,40428,9/7/2010
19878,SUCK40428,24,NR,South Carolina,0,SEC,1/1/2000,164,W 41-13 H Southern Miss,40428,9/7/2010
19879,STAN40428,25,NR,Stanford,0,Pac-10,1/1/2000,96,W 52-17 H Sacramento State,40428,9/7/2010
19880,MICH40428,RV,NR,Michigan,0,Big Ten,1/1/2000,71,W 30-10 H Connecticut,40428,9/7/2010
19881,HOU40428,RV,NR,Houston,0,C-USA,1/1/2000,60,W 68-28 H Texas State,40428,9/7/2010
19882,PITT40428,RV,15,Pittsburgh,0,Big East,0-1,59,L 27-24 (1OT) A Utah,40428,9/7/2010
19883,OGST40428,RV,24,Oregon State,0,Pac-10,0-1,58,L 30-21 N #6 TCU,40428,9/7/2010
19884,UNC40428,RV,18,North Carolina,0,ACC,0-1,45,L 30-24 N #21 LSU,40428,9/7/2010
19885,ND40428,RV,NR,Notre Dame,0,Ind,1/1/2000,38,W 23-12 H Purdue,40428,9/7/2010
19886,AU40428,RV,NR,Arizona,0,Pac-10,1/1/2000,30,W 41-2 A Toledo,40428,9/7/2010
19887,BYU40428,RV,NR,BYU,0,MWC,1/1/2000,30,W 23-17 H Washington,40428,9/7/2010
19888,MIZZ40428,RV,NR,Missouri,0,Big 12,1/1/2000,25,W 23-13 N Illinois,40428,9/7/2010
19889,FRES40428,RV,NR,Fresno State,0,WAC,1/1/2000,24,W 28-14 H Cincinnati,40428,9/7/2010
19890,KSU40428,RV,NR,Kansas State,0,Big 12,1/1/2000,12,W 31-22 H UCLA,40428,9/7/2010
19891,CU40428,RV,NR,Clemson,0,ACC,1/1/2000,11,W 35-10 H North Texas,40428,9/7/2010
19892,TAMU40428,RV,NR,Texas A&M,0,Big 12,1/1/2000,10,W 48-7 H Stephen F. Austin,40428,9/7/2010
19893,OKST40428,RV,NR,Oklahoma State,0,Big 12,1/1/2000,7,W 65-17 H Washington State,40428,9/7/2010
19894,CINN40428,RV,NR,Cincinnati,0,Big East,0-1,4,L 28-14 A Fresno State,40428,9/7/2010
19895,TTU40428,RV,NR,Texas Tech,0,Big 12,1/1/2000,3,W 35-27 H SMU,40428,9/7/2010
19896,MSU40428,RV,NR,Michigan State,0,Big Ten,1/1/2000,2,W 38-14 H Western Michigan,40428,9/7/2010
19897,ECU40428,RV,NR,East Carolina,0,C-USA,1/1/2000,1,W 51-49 H Tulsa,40428,9/7/2010
19898,AIR40428,NR,NR,Air Force,0,MWC,1/1/2000,0,W 65-21 H Northwestern State,40428,9/7/2010
19899,ASU40428,NR,NR,Arizona State,0,Pac-10,1/1/2000,0,W 54-9 H Portland State,40428,9/7/2010
19900,BC40428,NR,NR,Boston College,0,ACC,1/1/2000,0,W 38-20 H Weber State,40428,9/7/2010
19901,CAL40428,NR,NR,California,0,Pac-10,1/1/2000,0,W 52-3 H UC Davis,40428,9/7/2010
19902,CONN40428,NR,NR,Connecticut,0,Big East,0-1,0,L 30-10 A Michigan,40428,9/7/2010
19903,MARY40428,NR,NR,Maryland,0,ACC,1/1/2000,0,W 17-14 N Navy,40428,9/7/2010
19904,MSSU40428,NR,NR,Mississippi State,0,SEC,1/1/2000,0,W 49-7 H Memphis,40428,9/7/2010
19905,NCST40428,NR,NR,NC State,0,ACC,1/1/2000,0,W 48-7 H Western Carolina,40428,9/7/2010
19906,NEV40428,NR,NR,Nevada,0,WAC,1/1/2000,0,W 49-24 H Eastern Washington,40428,9/7/2010
19907,NW40428,NR,NR,Northwestern,0,Big Ten,1/1/2000,0,W 23-21 A Vanderbilt,40428,9/7/2010
19908,USF40428,NR,NR,South Florida,0,Big East,1/1/2000,0,W 59-14 H Stony Brook,40428,9/7/2010
19909,TEM40428,NR,NR,Temple,0,MAC,1/1/2000,0,W 31-24 H Villanova,40428,9/7/2010
19910,UT40428,NR,NR,Tennessee,0,SEC,1/1/2000,0,W 50-0 H Tennessee-Martin,40428,9/7/2010
19911,WSH40428,NR,NR,Washington,0,Pac-10,0-1,0,L 23-17 A BYU,40428,9/7/2010
19913,BAMA40433,1,1,Alabama,52,SEC,2/1/2000,1466,W 24-3 H #18 Penn State,40433,9/12/2010
19914,OSU40433,2,2,Ohio State,5,Big Ten,2/1/2000,1410,W 36-24 H #12 Miami (FL),40433,9/12/2010
19915,BSU40433,3,3,Boise State,1,WAC,1/1/2000,1306,DNP,40433,9/12/2010
19916,TCU40433,4,4,TCU,0,MWC,2/1/2000,1235,W 62-7 H Tennessee Tech,40433,9/12/2010
19917,ORG40433,5,7,Oregon,0,Pac-10,2/1/2000,1172,W 48-13 A Tennessee,40433,9/12/2010
19918,TEX40433,6,5,Texas,1,Big 12,2/1/2000,1150,W 34-7 H Wyoming,40433,9/12/2010
19919,OU40433,7,10,Oklahoma,0,Big 12,2/1/2000,1123,W 47-17 H #17 Florida State,40433,9/12/2010
19920,NEB40433,8,6,Nebraska,0,Big 12,2/1/2000,1083,W 38-17 H Idaho,40433,9/12/2010
19921,IOWA40433,9,9,Iowa,0,Big Ten,2/1/2000,1037,W 35-7 H Iowa State,40433,9/12/2010
19922,UF40433,10,8,Florida,0,SEC,2/1/2000,1036,W 38-14 H South Florida,40433,9/12/2010
19923,WIS40433,11,11,Wisconsin,0,Big Ten,2/1/2000,855,W 27-14 H San Jose State,40433,9/12/2010
19924,ARK40433,12,14,Arkansas,0,SEC,2/1/2000,755,W 31-7 H Louisiana-Monroe,40433,9/12/2010
19925,SUCK40433,13,24,South Carolina,0,SEC,2/1/2000,642,W 17-6 H #22 Georgia,40433,9/12/2010
19926,UTAH40433,14,20,Utah,0,MWC,2/1/2000,627,W 38-10 H UNLV,40433,9/12/2010
19927,LSU40433,15,19,LSU,0,SEC,2/1/2000,595,W 27-3 A Vanderbilt,40433,9/12/2010
19928,AUB40433,16,21,Auburn,0,SEC,2/1/2000,538,W 17-14 A Mississippi State,40433,9/12/2010
19929,MIA40433,17,12,Miami,0,ACC,1/1/2018,530,L 36-24 A #2 Ohio State,40433,9/12/2010
19930,USC40433,18,16,USC,0,Pac-10,2/1/2000,481,W 17-14 H Virginia,40433,9/12/2010
19931,STAN40433,19,25,Stanford,0,Pac-10,2/1/2000,446,W 35-0 A UCLA,40433,9/12/2010
19932,MICH40433,20,NR,Michigan,0,Big Ten,2/1/2000,437,W 28-24 A Notre Dame,40433,9/12/2010
19933,WVU40433,21,23,West Virginia,0,Big East,2/1/2000,197,W 24-21 (1OT) A Marshall,40433,9/12/2010
19934,PSU40433,22,18,Penn State,0,Big Ten,1/1/2018,171,L 24-3 A #1 Alabama,40433,9/12/2010
19935,HOU40433,23,NR,Houston,0,C-USA,2/1/2000,169,W 54-24 H UTEP,40433,9/12/2010
19936,AU40433,24,NR,Arizona,0,Pac-10,2/1/2000,138,W 52-6 H Citadel,40433,9/12/2010
19937,OGST40433,25,NR,Oregon State,0,Pac-10,0-1,75,DNP,40433,9/12/2010
19938,PITT40433,RV,NR,Pittsburgh,0,Big East,1/1/2018,62,W 38-16 H New Hampshire,40433,9/12/2010
19939,FRES40433,RV,NR,Fresno State,0,WAC,1/1/2000,48,DNP,40433,9/12/2010
19940,AIR40433,RV,NR,Air Force,0,MWC,2/1/2000,46,W 35-14 H BYU,40433,9/12/2010
19941,CAL40433,RV,NR,California,0,Pac-10,2/1/2000,45,W 52-7 H Colorado,40433,9/12/2010
19942,UGA40433,RV,22,Georgia,0,SEC,1/1/2018,42,L 17-6 A #24 South Carolina,40433,9/12/2010
19943,FSU40433,RV,17,Florida State,0,ACC,1/1/2018,41,L 47-17 A #10 Oklahoma,40433,9/12/2010
19944,MIZZ40433,RV,NR,Missouri,0,Big 12,2/1/2000,37,W 50-6 H McNeese State,40433,9/12/2010
19945,GT40433,RV,15,Georgia Tech,0,ACC,1/1/2018,35,L 28-25 A Kansas,40433,9/12/2010
19946,CU40433,RV,NR,Clemson,0,ACC,2/1/2000,25,W 58-21 H Presbyterian,40433,9/12/2010
19947,UNC40433,RV,NR,North Carolina,0,ACC,0-1,23,DNP,40433,9/12/2010
19948,TAMU40433,RV,NR,Texas A&M,0,Big 12,2/1/2000,18,W 48-16 H Louisiana Tech,40433,9/12/2010
19949,TTU40433,RV,NR,Texas Tech,0,Big 12,2/1/2000,17,W 52-17 A New Mexico,40433,9/12/2010
19950,MSU40433,RV,NR,Michigan State,0,Big Ten,2/1/2000,15,W 30-17 A Florida Atlantic,40433,9/12/2010
19951,#N/A,RV,NR,James Madison,0,Other,2/1/2000,11,W 21-16 A #13 Virginia Tech,40433,9/12/2010
19952,KSU40433,RV,NR,Kansas State,0,Big 12,2/1/2000,10,W 48-24 H Missouri State,40433,9/12/2010
19953,OKST40433,RV,NR,Oklahoma State,0,Big 12,2/1/2000,10,W 41-38 H Troy,40433,9/12/2010
19954,MARY40433,RV,NR,Maryland,0,ACC,2/1/2000,6,W 62-3 H Morgan State,40433,9/12/2010
19955,ECU40433,RV,NR,East Carolina,0,C-USA,2/1/2000,4,W 49-27 H Memphis,40433,9/12/2010
19956,NEV40433,RV,NR,Nevada,0,WAC,2/1/2000,2,W 51-6 H Colorado State,40433,9/12/2010
19957,BU40433,RV,NR,Baylor,0,Big 12,2/1/2000,1,W 34-6 H Buffalo,40433,9/12/2010
19958,BC40433,RV,NR,Boston College,0,ACC,2/1/2000,1,W 26-13 H Kent State,40433,9/12/2010
19959,NCST40433,RV,NR,NC State,0,ACC,2/1/2000,1,W 28-21 A UCF,40433,9/12/2010
19960,NW40433,RV,NR,Northwestern,0,Big Ten,2/1/2000,1,W 37-3 H Illinois State,40433,9/12/2010
19961,ASU40433,NR,NR,Arizona State,0,Pac-10,2/1/2000,0,W 41-20 H Northern Arizona,40433,9/12/2010
19962,BYU40433,NR,NR,BYU,0,MWC,1/1/2018,0,L 35-14 A Air Force,40433,9/12/2010
19963,CINN40433,NR,NR,Cincinnati,0,Big East,1/1/2018,0,W 40-7 H Indiana State,40433,9/12/2010
19964,CONN40433,NR,NR,Connecticut,0,Big East,1/1/2018,0,W 62-3 H Texas Southern,40433,9/12/2010
19965,MSSU40433,NR,NR,Mississippi State,0,SEC,1/1/2018,0,L 17-14 H #21 Auburn,40433,9/12/2010
19966,ND40433,NR,NR,Notre Dame,0,Ind,1/1/2018,0,L 28-24 H Michigan,40433,9/12/2010
19967,TEM40433,NR,NR,Temple,0,MAC,2/1/2000,0,W 13-10 (1OT) H Central Michigan,40433,9/12/2010
19968,VT40433,NR,13,Virginia Tech,0,ACC,0-2,0,L 21-16 H James Madison,40433,9/12/2010
19969,WSH40433,NR,NR,Washington,0,Pac-10,1/1/2018,0,W 41-20 H Syracuse,40433,9/12/2010
19971,BAMA40440,1,1,Alabama,53,SEC,3/1/2000,1492,W 62-13 A Duke,40440,9/19/2010
19972,OSU40440,2,2,Ohio State,5,Big Ten,3/1/2000,1435,W 43-7 H Ohio,40440,9/19/2010
19973,BSU40440,3,3,Boise State,1,WAC,2/1/2000,1333,W 51-6 A Wyoming,40440,9/19/2010
19974,TCU40440,4,4,TCU,0,MWC,3/1/2000,1280,W 45-10 H Baylor,40440,9/19/2010
19975,ORG40440,5,5,Oregon,0,Pac-10,3/1/2000,1238,W 69-0 H Portland State,40440,9/19/2010
19976,NEB40440,6,8,Nebraska,0,Big 12,3/1/2000,1175,W 56-21 A Washington,40440,9/19/2010
19977,TEX40440,7,6,Texas,1,Big 12,3/1/2000,1164,W 24-14 A Texas Tech,40440,9/19/2010
19978,OU40440,8,7,Oklahoma,0,Big 12,3/1/2000,1114,W 27-24 H Air Force,40440,9/19/2010
19979,UF40440,9,10,Florida,0,SEC,3/1/2000,1044,W 31-17 A Tennessee,40440,9/19/2010
19980,ARK40440,10,12,Arkansas,0,SEC,3/1/2000,903,W 31-24 A Georgia,40440,9/19/2010
19981,WIS40440,11,11,Wisconsin,0,Big Ten,3/1/2000,803,W 20-19 H Arizona State,40440,9/19/2010
19982,SUCK40440,12,13,South Carolina,0,SEC,3/1/2000,739,W 38-19 H Furman,40440,9/19/2010
19983,UTAH40440,13,14,Utah,0,MWC,3/1/2000,703,W 56-14 A New Mexico,40440,9/19/2010
19984,AU40440,14,24,Arizona,0,Pac-10,3/1/2000,663,W 34-27 H #9 Iowa,40440,9/19/2010
19985,LSU40440,15,15,LSU,0,SEC,3/1/2000,654,W 29-7 H Mississippi State,40440,9/19/2010
19986,STAN40440,16,19,Stanford,0,Pac-10,3/1/2000,606,W 68-24 H Wake Forest,40440,9/19/2010
19987,AUB40440,17,16,Auburn,0,SEC,3/1/2000,600,W 27-24 (1OT) H Clemson,40440,9/19/2010
19988,IOWA40440,18,9,Iowa,0,Big Ten,2/1/2018,482,L 34-27 A #24 Arizona,40440,9/19/2010
19989,MIA40440,19,17,Miami,0,ACC,1/1/2018,472,DNP,40440,9/19/2010
19990,USC40440,20,18,USC,0,Pac-10,3/1/2000,414,W 32-21 A Minnesota,40440,9/19/2010
19991,MICH40440,21,20,Michigan,0,Big Ten,3/1/2000,291,W 42-37 H Massachusetts,40440,9/19/2010
19992,WVU40440,22,21,West Virginia,0,Big East,3/1/2000,258,W 31-17 H Maryland,40440,9/19/2010
19993,PSU40440,23,22,Penn State,0,Big Ten,2/1/2018,198,W 24-0 H Kent State,40440,9/19/2010
19994,OGST40440,24,25,Oregon State,0,Pac-10,1/1/2018,75,W 35-28 H Louisville,40440,9/19/2010
19995,MSU40440,25,NR,Michigan State,0,Big Ten,3/1/2000,45,W 34-31 (1OT) H Notre Dame,40440,9/19/2010
19996,AIR40440,RV,NR,Air Force,0,MWC,2/1/2018,44,L 27-24 A #7 Oklahoma,40440,9/19/2010
19997,NEV40440,RV,NR,Nevada,0,WAC,3/1/2000,41,W 52-31 H California,40440,9/19/2010
19998,FSU40440,RV,NR,Florida State,0,ACC,2/1/2018,40,W 34-10 H BYU,40440,9/19/2010
19999,PITT40440,RV,NR,Pittsburgh,0,Big East,1/1/2018,40,DNP,40440,9/19/2010
20000,FRES40440,RV,NR,Fresno State,0,WAC,2/1/2000,35,W 41-24 A Utah State,40440,9/19/2010
20001,MIZZ40440,RV,NR,Missouri,0,Big 12,3/1/2000,30,W 27-24 H San Diego State,40440,9/19/2010
20002,OKST40440,RV,NR,Oklahoma State,0,Big 12,3/1/2000,22,W 65-28 H Tulsa,40440,9/19/2010
20003,CU40440,RV,NR,Clemson,0,ACC,2/1/2018,14,L 27-24 (1OT) A #16 Auburn,40440,9/19/2010
20004,GT40440,RV,NR,Georgia Tech,0,ACC,2/1/2018,14,W 30-24 A North Carolina,40440,9/19/2010
20005,NCST40440,RV,NR,NC State,0,ACC,3/1/2000,14,W 30-19 H Cincinnati,40440,9/19/2010
20006,#N/A,RV,NR,James Madison,0,Other,2/1/2000,8,DNP,40440,9/19/2010
20007,KSU40440,RV,NR,Kansas State,0,Big 12,3/1/2000,4,W 27-20 H Iowa State,40440,9/19/2010
20008,ASU40440,RV,NR,Arizona State,0,Pac-10,2/1/2018,3,L 20-19 A #11 Wisconsin,40440,9/19/2010
20009,CAL40440,RV,NR,California,0,Pac-10,2/1/2018,3,L 52-31 A Nevada,40440,9/19/2010
20010,NW40440,RV,NR,Northwestern,0,Big Ten,3/1/2000,3,W 30-13 A Rice,40440,9/19/2010
20011,HOU40440,RV,23,Houston,0,C-USA,2/1/2018,1,L 31-13 A UCLA,40440,9/19/2010
20012,ND40440,RV,NR,Notre Dame,0,Ind,1/2/2018,1,L 34-31 (1OT) A Michigan State,40440,9/19/2010
20013,TEM40440,RV,NR,Temple,0,MAC,3/1/2000,1,W 30-16 H Connecticut,40440,9/19/2010
20014,TAMU40440,RV,NR,Texas A&M,0,Big 12,3/1/2000,1,W 27-20 H FIU,40440,9/19/2010
20015,BC40440,NR,NR,Boston College,0,ACC,2/1/2000,0,DNP,40440,9/19/2010
20016,TTU40440,NR,NR,Texas Tech,0,Big 12,2/1/2018,0,L 24-14 H #6 Texas,40440,9/19/2010
20017,VT40440,NR,NR,Virginia Tech,0,ACC,1/2/2018,0,W 49-27 H East Carolina,40440,9/19/2010
20019,BAMA40447,1,1,Alabama,57,SEC,4/1/2000,1496,W 24-20 A #10 Arkansas,40447,9/26/2010
20020,OSU40447,2,2,Ohio State,2,Big Ten,4/1/2000,1431,W 73-20 H Eastern Michigan,40447,9/26/2010
20021,BSU40447,3,3,Boise State,1,WAC,3/1/2000,1356,W 37-24 H #24 Oregon State,40447,9/26/2010
20022,ORG40447,4,5,Oregon,0,Pac-10,4/1/2000,1276,W 42-31 A Arizona State,40447,9/26/2010
20023,TCU40447,5,4,TCU,0,MWC,4/1/2000,1269,W 41-24 A SMU,40447,9/26/2010
20024,NEB40447,6,6,Nebraska,0,Big 12,4/1/2000,1158,W 17-3 H South Dakota State,40447,9/26/2010
20025,UF40447,7,9,Florida,0,SEC,4/1/2000,1132,W 48-14 H Kentucky,40447,9/26/2010
20026,OU40447,8,8,Oklahoma,0,Big 12,4/1/2000,1095,W 31-29 A Cincinnati,40447,9/26/2010
20027,STAN40447,9,16,Stanford,0,Pac-10,4/1/2000,895,W 37-14 A Notre Dame,40447,9/26/2010
20028,AUB40447,10,17,Auburn,0,SEC,4/1/2000,863,W 35-27 H #12 South Carolina,40447,9/26/2010
20029,WIS40447,11,11,Wisconsin,0,Big Ten,4/1/2000,854,W 70-3 H Austin Peay,40447,9/26/2010
20030,LSU40447,12,15,LSU,0,SEC,4/1/2000,805,W 20-14 H #22 West Virginia,40447,9/26/2010
20031,UTAH40447,13,13,Utah,0,MWC,4/1/2000,792,W 56-3 H San Jose State,40447,9/26/2010
20032,AU40447,14,14,Arizona,0,Pac-10,4/1/2000,724,W 10-9 H California,40447,9/26/2010
20033,ARK40447,15,10,Arkansas,0,SEC,3/1/2018,716,L 24-20 H #1 Alabama,40447,9/26/2010
20034,MIA40447,16,19,Miami,0,ACC,2/1/2018,598,W 31-3 A Pittsburgh,40447,9/26/2010
20035,IOWA40447,17,18,Iowa,0,Big Ten,3/1/2018,505,W 45-0 H Ball State,40447,9/26/2010
20036,USC40447,18,20,USC,0,Pac-10,4/1/2000,467,W 50-16 A Washington State,40447,9/26/2010
20037,MICH40447,19,21,Michigan,0,Big Ten,4/1/2000,398,W 65-21 H Bowling Green,40447,9/26/2010
20038,SUCK40447,20,12,South Carolina,0,SEC,3/1/2018,397,L 35-27 A #17 Auburn,40447,9/26/2010
20039,TEX40447,21,7,Texas,0,Big 12,3/1/2018,364,L 34-12 H UCLA,40447,9/26/2010
20040,PSU40447,22,23,Penn State,0,Big Ten,3/1/2018,197,W 22-13 H Temple,40447,9/26/2010
20041,NCST40447,23,NR,NC State,0,ACC,4/1/2000,166,W 45-28 A Georgia Tech,40447,9/26/2010
20042,MSU40447,24,25,Michigan State,0,Big Ten,4/1/2000,149,W 45-7 H Northern Colorado,40447,9/26/2010
20043,NEV40447,25,NR,Nevada,0,WAC,4/1/2000,123,W 27-13 A BYU,40447,9/26/2010
20044,WVU40447,RV,22,West Virginia,0,Big East,3/1/2018,57,L 20-14 A #15 LSU,40447,9/26/2010
20045,FSU40447,RV,NR,Florida State,0,ACC,3/1/2018,51,W 31-0 H Wake Forest,40447,9/26/2010
20046,MIZZ40447,RV,NR,Missouri,0,Big 12,4/1/2000,51,W 51-13 H Miami (OH),40447,9/26/2010
20047,AIR40447,RV,NR,Air Force,0,MWC,3/1/2018,32,W 20-14 A Wyoming,40447,9/26/2010
20048,KSU40447,RV,NR,Kansas State,0,Big 12,4/1/2000,27,W 17-13 H UCF,40447,9/26/2010
20049,OKST40447,RV,NR,Oklahoma State,0,Big 12,3/1/2000,24,DNP,40447,9/26/2010
20050,CU40447,RV,NR,Clemson,0,ACC,2/1/2018,9,DNP,40447,9/26/2010
20051,UCLA40447,RV,NR,UCLA,0,Pac-10,2/2/2018,9,W 34-12 A #7 Texas,40447,9/26/2010
20052,OGST40447,RV,24,Oregon State,0,Pac-10,1/2/2018,7,L 37-24 A #3 Boise State,40447,9/26/2010
20053,NW40447,RV,NR,Northwestern,0,Big Ten,4/1/2000,4,W 30-25 H Central Michigan,40447,9/26/2010
20054,HOU40447,RV,NR,Houston,0,C-USA,3/1/2018,3,W 42-23 H Tulane,40447,9/26/2010
20055,MSSU40447,NR,NR,Mississippi State,0,SEC,2/2/2018,0,W 24-12 H Georgia,40447,9/26/2010
20056,TTU40447,NR,NR,Texas Tech,0,Big 12,2/1/2018,0,DNP,40447,9/26/2010
20057,VT40447,NR,NR,Virginia Tech,0,ACC,2/2/2018,0,W 19-0 A Boston College,40447,9/26/2010
20059,BAMA40454,1,1,Alabama,58,SEC,5/1/2000,1497,W 31-6 H #7 Florida,40454,10/3/2010
20060,OSU40454,2,2,Ohio State,1,Big Ten,5/1/2000,1401,W 24-13 A Illinois,40454,10/3/2010
20061,ORG40454,3,4,Oregon,0,Pac-10,5/1/2000,1379,W 52-31 H #9 Stanford,40454,10/3/2010
20062,BSU40454,4,3,Boise State,1,WAC,4/1/2000,1341,W 59-0 A New Mexico State,40454,10/3/2010
20063,TCU40454,5,5,TCU,0,MWC,5/1/2000,1250,W 27-0 A Colorado State,40454,10/3/2010
20064,OU40454,6,8,Oklahoma,0,Big 12,5/1/2000,1183,W 28-20 N #21 Texas,40454,10/3/2010
20065,NEB40454,7,6,Nebraska,0,Big 12,4/1/2000,1172,DNP,40454,10/3/2010
20066,AUB40454,8,10,Auburn,0,SEC,5/1/2000,1045,W 52-3 H Louisiana-Monroe,40454,10/3/2010
20067,AU40454,9,14,Arizona,0,Pac-10,4/1/2000,898,DNP,40454,10/3/2010
20068,UTAH40454,10,13,Utah,0,MWC,4/1/2000,860,DNP,40454,10/3/2010
20069,ARK40454,11,15,Arkansas,0,SEC,3/1/2018,825,DNP,40454,10/3/2010
20070,LSU40454,12,12,LSU,0,SEC,5/1/2000,819,W 16-14 H Tennessee,40454,10/3/2010
20071,MIA40454,13,16,Miami,0,ACC,3/1/2018,769,W 30-21 A Clemson,40454,10/3/2010
20072,UF40454,14,7,Florida,0,SEC,4/1/2018,681,L 31-6 A #1 Alabama,40454,10/3/2010
20073,IOWA40454,15,17,Iowa,0,Big Ten,4/1/2018,670,W 24-3 H #22 Penn State,40454,10/3/2010
20074,STAN40454,16,9,Stanford,0,Pac-10,4/1/2018,663,L 52-31 A #4 Oregon,40454,10/3/2010
20075,MSU40454,17,24,Michigan State,0,Big Ten,5/1/2000,607,W 34-24 H #11 Wisconsin,40454,10/3/2010
20076,MICH40454,18,19,Michigan,0,Big Ten,5/1/2000,555,W 42-35 A Indiana,40454,10/3/2010
20077,SUCK40454,19,20,South Carolina,0,SEC,3/1/2018,450,DNP,40454,10/3/2010
20078,WIS40454,20,11,Wisconsin,0,Big Ten,4/1/2018,316,L 34-24 A #24 Michigan State,40454,10/3/2010
20079,NEV40454,21,25,Nevada,0,WAC,5/1/2000,286,W 44-26 A UNLV,40454,10/3/2010
20080,OKST40454,22,NR,Oklahoma State,0,Big 12,4/1/2000,173,W 38-35 H Texas A&M,40454,10/3/2010
20081,FSU40454,23,NR,Florida State,0,ACC,4/1/2018,162,W 34-14 A Virginia,40454,10/3/2010
20082,MIZZ40454,24,NR,Missouri,0,Big 12,4/1/2000,99,DNP,40454,10/3/2010
20083,AIR40454,25,NR,Air Force,0,MWC,4/1/2018,94,W 14-6 H Navy,40454,10/3/2010
20084,WVU40454,RV,NR,West Virginia,0,Big East,3/1/2018,83,DNP,40454,10/3/2010
20085,KSU40454,RV,NR,Kansas State,0,Big 12,4/1/2000,69,DNP,40454,10/3/2010
20086,USC40454,RV,18,USC,0,Pac-10,4/1/2018,52,L 32-31 H Washington,40454,10/3/2010
20087,TEX40454,RV,21,Texas,0,Big 12,3/2/2018,33,L 28-20 N #8 Oklahoma,40454,10/3/2010
20088,NW40454,RV,NR,Northwestern,0,Big Ten,5/1/2000,25,W 29-28 A Minnesota,40454,10/3/2010
20089,OGST40454,RV,NR,Oregon State,0,Pac-10,2/2/2018,12,W 31-28 H Arizona State,40454,10/3/2010
20090,BU40454,RV,NR,Baylor,0,Big 12,4/1/2018,10,W 55-7 H Kansas,40454,10/3/2010
20091,UCLA40454,RV,NR,UCLA,0,Pac-10,3/2/2018,8,W 42-28 H Washington State,40454,10/3/2010
20092,VT40454,RV,NR,Virginia Tech,0,ACC,3/2/2018,8,W 41-30 A #23 NC State,40454,10/3/2010
20093,NCST40454,RV,23,NC State,0,ACC,4/1/2018,4,L 41-30 H Virginia Tech,40454,10/3/2010
20094,PSU40454,RV,22,Penn State,0,Big Ten,3/2/2018,1,L 24-3 A #17 Iowa,40454,10/3/2010
20095,HOU40454,NR,NR,Houston,0,C-USA,3/1/2018,0,DNP,40454,10/3/2010
20096,MSSU40454,NR,NR,Mississippi State,0,SEC,3/2/2018,0,W 49-16 H Alcorn State,40454,10/3/2010
20097,TEM40454,NR,NR,Temple,0,MAC,4/1/2018,0,W 42-35 A Army,40454,10/3/2010
20099,OSU40461,1,2,Ohio State,34,Big Ten,6/1/2000,1453,W 38-10 H Indiana,40461,10/10/2010
